protein_id,log2FC_2019,padj_2019,neg_log10padj_2019,DAP_2019,log2FC_2022,padj_2022,neg_log10padj_2022,DAP_2022,mean_log2FC,fisher_combined_padj,neg_log10padj,DAP
Td00001aa005745_T001,-0.0232697793228472,0.525248261755041,0.279635376164167,NS,-0.193425641591611,0.0995224829822815,1.00207879732316,NS,-0.1083477104572291,0.31809185555155456,0.4974474504597525,NS
Td00001aa005755_T002,0.0745054363636298,0.759402929277842,0.119527731970058,NS,-0.609436436220437,0.0728074135499241,1.13782439678726,NS,-0.2674654999284036,0.32845676188153106,0.4835217929601508,NS
Td00001aa005757_T001,0.0468402542029724,0.990683987593335,0.00406485644426753,NS,-0.193995118113305,0.99993849579752,2.67117572020889e-5,NS,-0.0735774319551663,0.9999558984015862,1.9153503187400002e-5,NS
Td00001aa005796_T001,0.508935661864395,0.0354884781050206,1.44991262462433,NS,0.198411857917555,0.0135867707465923,1.86688375250861,NS,0.353673759890975,0.011893412336442455,1.924693524164087,NS
Td00001aa005799_T001,-0.662003536484984,0.0174694089197057,1.75772178919297,NS,0.411931121898707,1.4595542575563e-4,3.83577975588712,NS,-0.1250362072931385,1.8414722527663606e-4,3.734834820692449,NS
Td00001aa005805_T001,-0.586405917590825,0.740799757688705,0.1302991683813,NS,-0.0542655595778932,0.998327224940469,7.2708527255933e-4,NS,-0.32033573858435915,0.9963807869145537,0.0015746555006842815,NS
Td00001aa005806_T001,-0.560642821525743,0.258479349112692,0.587574148603543,NS,-0.656807542038208,9.9920978358069e-4,3.00034332229774,NS,-0.6087251817819754,0.007316023424839868,2.135724912645811,NS
Td00001aa005818_T001,0.034215715337913,0.920126127077465,0.036152637285601,NS,-0.122656935822398,0.97036783341078,0.013063608270645,NS,-0.044220610242242504,0.9999558984015862,1.9153503187400002e-5,NS
Td00001aa005860_T001,-0.106249498279434,0.638010052821961,0.195172478252647,NS,-0.0219497370097834,0.999999995550593,1.9323527957251e-9,NS,-0.0640996176446087,0.9733174578322354,0.011745486865852594,NS
Td00001aa005892_T003,0.238786859587116,0.306839431266229,0.513088830899861,NS,-0.153288267254704,0.0355104076467879,1.44964434212434,NS,0.042749296166206,0.11706392086433308,0.931576933995737,NS
Td00001aa005911_T002,-1.25153876699596,0.00549150772803673,2.26030840089255,Down,-0.312381105623487,0.0884363724047635,1.05336908016959,NS,-0.7819599363097234,0.011952023263695911,1.9225585702069787,NS
Td00001aa005913_T001,1.12697285625777,4.7993920492952e-4,3.31881377228239,Up,0.837445796451571,2.34694597015628e-13,12.6294969083277,NS,0.9822093263546705,3.192070374598066e-13,12.49592754245831,NS
Td00001aa005921_T001,-0.186064929518683,0.317798903559542,0.497847605488809,NS,-0.356962710115132,0.0520208882474455,1.28382223657554,NS,-0.2715138198169075,0.1574305725255826,0.802910925154512,NS
Td00001aa005930_T001,0.194087052116302,0.91803909279284,0.0371388248742197,NS,-0.184218656873387,0.921746896865385,0.0353883158064764,NS,0.004934197621457498,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa005934_T001,0.334568275666133,0.848520421353786,0.0713377010486771,NS,-0.462079107403798,5.4078973407615e-4,3.26697156129052,NS,-0.06375541586883249,0.011508966880025957,1.9389636597274118,NS
Td00001aa005944_T001,-0.329159664118438,0.104399672708743,0.981300862837682,NS,-0.52496324462924,7.99569157024062e-6,5.09714396692086,NS,-0.427061454373839,7.357761549301276e-5,4.1332542909137935,NS
Td00001aa005976_T004,-0.0694518807521452,0.364075141685881,0.438808972802397,NS,-0.660197303905365,0.0129639727386599,1.8872618908967,NS,-0.3648245923287551,0.06462218827122107,1.1896183397565465,NS
Td00001aa005997_T001,0.037030730944967,0.363170211067289,0.439889781570742,NS,-0.0744976836274442,0.889932928364215,0.0506427236235859,NS,-0.018733476341238602,0.796219111920118,0.0989674021075743,NS
Td00001aa006013_T001,0.794103898559748,0.456522486056057,0.340537826389136,NS,-0.424154200701033,0.0102566709360061,1.98899357769708,NS,0.18497484892935748,0.06430492517469663,1.1917557627790756,NS
Td00001aa006065_T001,0.818032474658094,0.448178760926892,0.348548728414098,NS,1.20727417364965,1.50234901452578e-5,4.82322916355363,Up,1.012653324153872,4.057174910788163e-4,3.391776268817077,Up
Td00001aa006108_T001,-0.818579359719858,0.00171650597465097,2.76535468058462,NS,-0.638035861626564,5.41454927620543e-9,8.26643768954723,NS,-0.7283076106732109,5.174497216436006e-9,8.286131842341664,NS
Td00001aa006129_T001,-0.270555993166337,0.00308127132799853,2.51127005726104,NS,-0.305193168631187,8.05357763347011e-7,6.09401115052486,NS,-0.287874580898762,5.941152547676135e-7,6.226129296341807,NS
Td00001aa006168_T001,-0.481968507397831,0.0512796719814945,1.29005476151347,NS,0.305603202748256,0.999968486244225,1.36864658942015e-5,NS,-0.0881826523247875,0.31516568533568173,0.5014610737986627,NS
Td00001aa006196_T003,0.432959407276106,0.417297397980317,0.37955432328329,NS,-0.131870325188354,0.929265035297248,0.0318604033892948,NS,0.150544541043876,0.8546769124086722,0.0681980275828535,NS
Td00001aa006197_T001,-0.261880711217424,0.806067205173642,0.0936287477491026,NS,0.0854328236447125,0.497170643628789,0.303494523003888,NS,-0.08822394378635576,0.8626576418099889,0.0641615261533981,NS
Td00001aa006198_T001,-0.577766999316952,0.0380880499368828,1.41921126213378,NS,-0.503519488728312,0.0489126001277235,1.31057925005731,NS,-0.540643244022632,0.03262068569414115,1.4865069142322263,NS
Td00001aa006199_T002,-0.365871442474959,0.291374483107414,0.535548483900529,NS,-0.390972235178308,8.3491559199705e-4,3.07835742844797,NS,-0.3784218388266335,0.0070075891593371865,2.154431367893496,NS
Td00001aa006225_T002,0.0894981508391026,0.245968650513342,0.609120241582235,NS,0.220875768144935,0.0045453269661002,2.34243487053539,NS,0.1551869594920188,0.022410476514212192,1.6495489089583468,NS
Td00001aa006231_T002,-0.49817873457909,0.0319886580850562,1.49500397806153,NS,-0.324048509745169,2.8916943724677e-4,3.5388476101897,NS,-0.41111362216212954,5.262923275775988e-4,3.278772961191158,NS
Td00001aa006258_T001,0.0989584800881688,0.945929871943724,0.0241410595356285,NS,-0.0447324095119298,0.901358751385249,0.0451023203006123,NS,0.027113035288119498,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa006273_T001,-0.77595972578207,0.468297862437638,0.32947782456611,NS,-1.32567293044776,0.00495823996447731,2.30467245846242,Down,-1.050816328114915,0.03843888824116759,1.415229181817968,Down
Td00001aa006274_T001,-0.510457064357526,0.362651398165571,0.440510643820816,NS,-1.05364275236056,0.177281357101486,0.751336932383575,NS,-0.7820499083590431,0.35789121522541817,0.4462489616433817,NS
Td00001aa006283_T001,-0.184424571137427,0.917718861919145,0.037290342128915,NS,-0.239563138743537,0.122098300298375,0.913290381724031,NS,-0.211993854940482,0.48860870195440465,0.3110388026570432,NS
Td00001aa006291_T005,-0.204233052217608,0.322272951620483,0.491776143308381,NS,-0.579625679640513,0.00739976051436978,2.13078233553534,NS,-0.3919293659290605,0.039253022888555075,1.4061268924660644,NS
Td00001aa006308_T001,-0.0619024389259069,0.94976038248403,0.0223859501755831,NS,-0.575517116122615,0.375281229017173,0.42564315777753,NS,-0.318709777524261,0.8281637619078407,0.0818837769099262,NS
Td00001aa006317_T002,0.611644543373662,0.00818020434422364,2.08723584737265,NS,0.0580678990343996,0.700350892345186,0.154684313661128,NS,0.3348562212040308,0.0745732103381525,1.1274171603539809,NS
Td00001aa006318_T001,-0.518701058452435,0.40511106040051,0.392425899484059,NS,-0.725555935758646,5.6538060734016e-4,3.24765909197242,NS,-0.6221284971055405,0.006708661985741926,2.1733640893918618,NS
Td00001aa006342_T001,-0.260151897300673,0.363170211067289,0.439889781570742,NS,-0.245360935770638,0.269567632015979,0.56933225635322,NS,-0.2527564165356555,0.45612696582333667,0.3409142518939157,NS
Td00001aa006360_T001,0.53605290024021,0.0591036439934487,1.22838574217357,NS,0.306975477030968,0.781684624013914,0.10696843066996,NS,0.421514188635589,0.2977034018531748,0.5262162026471252,NS
Td00001aa006367_T003,-0.352915787371046,0.572019524316556,0.242589147503772,NS,0.409898442244571,0.908818531165047,0.0415228261085494,NS,0.028491327436762498,0.9299700066081805,0.03153105808543607,NS
Td00001aa006372_T001,-0.756330919033137,0.0737916063126738,1.13199303572989,NS,-0.834847724503324,3.88919653574205e-5,4.4101401097629,NS,-0.7955893217682305,2.0243510558796924e-4,3.6937141714711,NS
Td00001aa006382_T002,-0.492078535042672,0.0445863629117155,1.35079795334665,NS,-0.701994753140151,1.84531108711677e-7,6.73393040889271,NS,-0.5970366440914116,1.6233556304895065e-6,5.789586328331279,NS
Td00001aa006447_T002,-0.251538766995964,0.198266497045957,0.702750666416668,NS,-0.291911956550382,0.0390125567025281,1.40879558710387,NS,-0.27172536177317297,0.09198495059222175,1.036283220582523,NS
Td00001aa006454_T006,-0.552156355637914,0.0822298724091538,1.08497038360735,NS,0.163609625559509,0.996838213569212,0.00137532178428576,NS,-0.19427336503920248,0.412437106969711,0.3846422681527919,NS
Td00001aa006468_T001,0.329984649758421,0.573590463271721,0.241398078021738,NS,-0.0340989224674941,0.999358570280947,2.7865876707783e-4,NS,0.14794286364546344,0.952193186377998,0.021274930537442352,NS
Td00001aa006493_T002,-0.00433459026389113,0.455362647747402,0.341642596343826,NS,-0.112473105799315,0.49784364595221,0.302907031461301,NS,-0.05840384803160307,0.6861706435922892,0.1635678662836349,NS
Td00001aa006501_T002,-0.253257284222264,0.111889470932674,0.951210779700284,NS,-0.367548096658587,2.09719369426871e-7,6.67836145677007,NS,-0.3104026904404255,3.754196956812164e-6,5.425482946681939,NS
Td00001aa006513_T001,-0.107803289534515,0.579593835036912,0.23687624263442,NS,-0.377467988227334,5.19596082365278e-5,4.28433413206698,NS,-0.2426356388809245,0.001349821251250704,2.869723738716291,NS
Td00001aa006532_T001,2.57482812358744,0.18040490781346,0.743751651897673,NS,0.0812154955834686,0.999966220345855,1.46705651806585e-5,NS,1.3280218095854543,0.6201513771947883,0.2075022875082342,NS
Td00001aa006536_T002,-1.21759143507263,0.110554864268371,0.956422144279867,NS,-1.34002016086624,1.20151243503595e-7,6.92027173011223,Down,-1.2788057979694352,2.3964522008685354e-6,5.620431228932181,Down
Td00001aa006561_T001,0.138814468902282,0.338385260515208,0.470588562347918,NS,-0.190103866457882,0.999985071232541,6.48352972454638e-6,NS,-0.0256446987778,0.8109692408557907,0.0909956177739634,NS
Td00001aa006588_T004,-0.440263475567017,0.656887849426815,0.182508771281412,NS,-0.00709303586043728,0.95262142834252,0.0210796536597793,NS,-0.22367825571372713,0.969949161626128,0.013251028005760355,NS
Td00001aa006589_T003,1.23266075679027,0.0709173351482076,1.14924759219369,NS,0.577616197507076,4.012045616201e-4,3.3966341377773,NS,0.905138477148673,0.0012858292373262973,2.89081670342667,NS
Td00001aa006630_T003,0.101650076094435,0.85807965579248,0.0664723945925684,NS,-0.143072786917181,0.930113042126578,0.0314642658671843,NS,-0.020711355411373006,0.9994613743274616,2.3398517826530608e-4,NS
Td00001aa006669_T002,-0.118726938570751,0.34137613760796,0.466766839599083,NS,-0.18590488937525,0.0392565927351822,1.40608739756649,NS,-0.15231591397300048,0.1358316448623716,0.8669990401578694,NS
Td00001aa006670_T001,0.149259365499623,0.0880773485659011,1.05513576761181,NS,0.276783838144169,0.539808753030105,0.267760077612303,NS,0.213021601821896,0.3020632703273837,0.5199020799697472,NS
Td00001aa006676_T001,-0.045431429247006,0.5836915745254,0.233816575601156,NS,-0.286999358858679,0.105074501824042,0.978502660381128,NS,-0.1662153940528425,0.3482114267271533,0.45815698140041217,NS
Td00001aa006718_T004,0.510961919277379,0.0396233772203047,1.40204851098741,NS,-0.100902557934077,0.905316505032774,0.043199561835055,NS,0.205029680671651,0.25632612211458644,0.5912071327461735,NS
Td00001aa006740_T001,0.105678077894537,0.621477694020056,0.206574454372055,NS,0.00978751086085354,0.999996365697782,1.5783602669924e-6,NS,0.05773279437769527,0.9690876177010151,0.013636955494299908,NS
Td00001aa006742_T001,0.574343753920013,0.95339183535738,0.0207285715975856,NS,0.101274208080315,0.999990630141666,4.0692968351152e-6,NS,0.337808981000164,0.9999558984015862,1.9153503187400002e-5,NS
Td00001aa006749_T002,-0.341902794648628,0.030917875910923,1.50979035019524,NS,-0.238371137295509,0.224011953597592,0.649728806474048,NS,-0.2901369659720685,0.0846314727011059,1.0724681017528936,NS
Td00001aa006763_T001,0.219091058246197,0.0484644349163204,1.31457684666658,NS,-0.167576171732906,0.19556334403228,0.708712545133148,NS,0.0257574432566455,0.10620633493710763,0.9738495779233299,NS
Td00001aa006764_T001,0.0690146779151805,0.866217907672754,0.0623728421680911,NS,-0.0503429559036565,0.975226429699593,0.0108945373761868,NS,0.009335861005762,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa006775_T001,0.408168370708106,0.0986049861645928,1.00610112350689,NS,-0.793665667580113,3.2012007651968e-5,4.49468708796679,NS,-0.1927486484360035,2.1924392791218233e-4,3.6590724258330742,NS
Td00001aa006778_T001,0.600269753509005,0.772365548679349,0.11217710614088,NS,-0.63757014433697,0.284770264185625,0.545505361855133,NS,-0.018650195413982495,0.6779592045885859,0.16879643851510492,NS
Td00001aa006801_T002,-0.685013514531485,0.0380866701897167,1.41922699482251,NS,-0.112497880452525,0.999897077526949,4.47009625161973e-5,NS,-0.398755697492005,0.2654475629386081,0.5760212575414082,NS
Td00001aa006823_T001,0.497740088609093,0.285122707842745,0.544968193079606,NS,-0.349563785628222,0.249303608928317,0.603271434587645,NS,0.07408815149043552,0.37875797906967057,0.42163820936903645,NS
Td00001aa006829_T002,-0.236163541109049,0.18137620472155,0.741419689910879,NS,-0.353745430289949,0.00574526642457093,2.24068982702128,NS,-0.294954485699499,0.021189802460650553,1.6738730919276814,NS
Td00001aa006830_T001,0.291603558030565,0.459029195165184,0.338159691595822,NS,-0.35218311474803,0.00400227677235634,2.39769288157916,NS,-0.030289778358732505,0.032400663712180054,1.4894460933864417,NS
Td00001aa006833_T001,0.416839741912829,0.799339839782636,0.0972685408815259,NS,-0.229339607914462,0.973658733100807,0.011593236449891,NS,0.0937500669991835,0.9990517914532815,4.11997100002581e-4,NS
Td00001aa006835_T001,0.0881415968690176,0.324169931518176,0.48922727073779,NS,-0.100599457200855,0.124645788193376,0.904322391811464,NS,-0.006228930165918703,0.2739919879503265,0.5622621365950732,NS
Td00001aa006869_T002,-0.826232932263294,0.110149449465892,0.958017669139839,NS,-0.310483451654279,0.694813782226642,0.158131575536375,NS,-0.5683581919587865,0.39568430802437765,0.4026511725632721,NS
Td00001aa006888_T001,0.185232254230161,0.317798903559542,0.497847605488809,NS,0.0504754765002103,0.73332125601984,0.134705726379908,NS,0.11785386536518563,0.6953477171452951,0.1577979668148361,NS
Td00001aa006889_T002,-0.15200309344505,0.0618103729476375,1.20893863598086,NS,-0.337154265802022,3.66467204911883e-5,4.4359648842236,NS,-0.24457867962353602,1.6679257769283248e-4,3.777823279470266,NS
Td00001aa006923_T001,-0.204233052217608,0.199467430008441,0.700128007858816,NS,0.0010465477242943,0.99992929049456,3.07098337821103e-5,NS,-0.10159325224665686,0.6464542769885049,0.18946218687610492,NS
Td00001aa006933_T002,-0.401634794676355,0.0178078200987635,1.74938924039195,NS,-0.122396937493601,0.597187018431584,0.223889641477498,NS,-0.262015866084978,0.11541238961989962,0.9377475667892023,NS
Td00001aa006947_T001,0.00144197417390632,0.907606128879847,0.0421025800747717,NS,0.138517801316294,0.509847520143742,0.292559688728638,NS,0.06997988774510015,0.9035107071923749,0.04406669639910714,NS
Td00001aa006949_T001,-0.469929257774916,0.0656693123791034,1.18263753116976,NS,-0.477252678983688,0.00348304606371417,2.45804078190565,NS,-0.47359096837930204,0.006708661985741926,2.1733640893918618,NS
Td00001aa006961_T001,0.758729568457863,0.0937336948903199,1.02810426317378,NS,1.17444657677515,1.1174059848999e-4,3.9517890068598,Up,0.9665880726165065,5.759618152230508e-4,3.2396063082219775,NS
Td00001aa006965_T002,0.503857532577429,0.0168533209300167,1.77331450906721,NS,0.268179157122865,0.00213971562685208,2.66964394155521,NS,0.386018344850147,0.0015577112720323806,2.8075130374102013,NS
Td00001aa006970_T002,0.43722773891291,0.117668786462997,0.929338725471585,NS,0.1296091461138,0.392906614062365,0.405710660354366,NS,0.283418442513355,0.2977034018531748,0.5262162026471252,NS
Td00001aa006981_T002,0.200378797984026,0.3651285808289,0.437554170856172,NS,-0.0233136760528201,0.540253290246647,0.267402579499582,NS,0.08853256096560294,0.6441538705267301,0.1910103793192016,NS
Td00001aa006982_T002,0.172487515510134,0.805812325575016,0.093766093998675,NS,0.0767517846982832,0.950048777456142,0.0222540965677575,NS,0.1246196501042086,0.9990517914532815,4.11997100002581e-4,NS
Td00001aa006985_T003,0.237563718317676,0.390832405774106,0.408009434038722,NS,-0.141176177739174,0.603602197556169,0.219249187742073,NS,0.048193770289250995,0.6994064039690243,0.15527039548162574,NS
Td00001aa007000_T001,-0.390245037827557,0.463993766677273,0.333487853746515,NS,-0.418015857832098,9.81353550763909e-8,7.0081745018109,NS,-0.4041304478298275,6.621401557970735e-6,5.179050073329583,NS
Td00001aa007009_T001,0.260627908126699,0.851739485081458,0.0696932191915942,NS,0.010078163905965,0.924372940638861,0.0341527761994518,NS,0.135353036016332,0.9990517914532815,4.11997100002581e-4,NS
Td00001aa007012_T001,-0.343732465205711,0.351807321801033,0.453695126263728,NS,-0.823364308421971,5.667349611258221e-15,14.2466199954833,NS,-0.5835483868138409,3.7962392632790555e-12,11.420646423366138,NS
Td00001aa007022_T003,1.67807190511264,5.4994214336659e-4,3.25968299802997,Up,1.63106772296827,1.54930217661641e-17,16.8098638689817,Up,1.654569814040455,9.670268169067722e-17,16.01456148220123,Up
Td00001aa007062_T001,1.20476675065461,2.2030853590067e-4,3.65696867569198,Up,0.81019157422713906,0.0163475292534788,1.78654787680581,NS,1.0074791624408745,2.461740477459709e-4,3.608757733349465,Up
Td00001aa007066_T002,0.389566811762726,0.456522486056057,0.340537826389136,NS,-0.17663979108828,0.118123265833466,0.927664554309006,NS,0.106463510337223,0.3240493509534294,0.48938884406926686,NS
Td00001aa007068_T001,0.137503523749935,0.689410505610952,0.161522102862939,NS,-0.0715425653317781,0.741869782506379,0.129672318038866,NS,0.03298047920907845,0.9281220508037813,0.03239490901258323,NS
Td00001aa007081_T002,0.331131922217202,0.379771176330918,0.420478000197893,NS,0.39296479487276,0.0113028275596496,1.94681289811477,NS,0.36204835854498096,0.060596890083588754,1.2175496638567143,NS
Td00001aa007117_T002,0.150559676575381,0.991884227918981,0.00353901545681629,NS,-0.187019452685362,0.238245725481973,0.622974882573141,NS,-0.018229888054990498,0.6997622043524782,0.15504951838989456,NS
Td00001aa007123_T001,-0.682695931638085,0.842372374996964,0.0744958839677526,NS,-0.733314287624342,0.00244120664123372,2.61239545722797,NS,-0.7080051096312134,0.035107339894862984,1.4546020760529885,NS
Td00001aa007126_T001,-0.00723156923107586,0.965284987394412,0.0153444481271688,NS,0.338587834360793,1.81970044526772e-6,5.74000009864934,NS,0.16567813256485858,1.3773652667812585e-4,3.8609508728792523,NS
Td00001aa007138_T003,0.133563525741106,0.261078927066097,0.583228180755558,NS,0.18695393616761,0.073624329929624,1.13297864479148,NS,0.160258730954358,0.1730818714089087,0.7617484177362632,NS
Td00001aa007144_T002,-0.41888982477445,0.0596020996579803,1.22473844069914,NS,-0.169778474719484,0.0962619248389611,1.01654545848474,NS,-0.29433414974696703,0.0745732103381525,1.1274171603539809,NS
Td00001aa007167_T001,-0.56277226108709,0.0111305787977201,1.95348225146761,NS,-0.430317983300468,1.69547171142523e-6,5.77070945193391,NS,-0.496545122193779,3.1919550711855526e-6,5.495943230251608,NS
Td00001aa007172_T001,-0.316528107144772,0.0327104711242751,1.48531320074816,NS,-0.33959757672435,0.00511474874964069,2.29117569515312,NS,-0.328062841934561,0.005262667696934763,2.2787940519747054,NS
Td00001aa007177_T001,0.264236151043547,0.823275527626681,0.0844547940682014,NS,-0.205098116579491,0.128880299652404,0.889813462833761,NS,0.029569017232027983,0.4765498859599237,0.32189163004536725,NS
Td00001aa007190_T001,-0.0755200076409777,0.261078927066097,0.583228180755558,NS,-0.247361069924239,2.9003626068678e-4,3.53754770268127,NS,-0.16144053878260836,0.0028539295026699784,2.5445567589647347,NS
Td00001aa007203_T001,0.222804561045261,0.27731966800295,0.55701932839456,NS,0.308504419184887,8.5418195618435e-4,3.06844960688758,NS,0.265654490115074,0.006886561790882103,2.1619975513774943,NS
Td00001aa007204_T001,0.0786098346963665,0.859588854515533,0.0657092242343198,NS,0.0804240186741479,0.833671168231899,0.0790052179275899,NS,0.0795169266852572,0.9934205452363967,0.0028668624699182137,NS
Td00001aa007217_T002,1.35049724708413,0.00129952126798727,2.8862166084339,Up,2.15470966559879,1.5057369753582202e-15,14.8222508847933,Up,1.7526034563414599,8.932301645228922e-15,14.049036619160116,Up
Td00001aa007283_T003,-0.161653263478769,0.733469355634766,0.134618026274328,NS,-0.253723874208635,0.00354921830073561,2.44986728780676,NS,-0.20768856884370201,0.041787418553494514,1.3789544568678733,NS
Td00001aa007287_T002,0.0229004021100788,0.643259175989922,0.19161400993166,NS,-0.189768940936385,0.00721473208828903,2.1417797913533,NS,-0.0834342694131531,0.06393942681105294,1.1942312613066295,NS
Td00001aa007318_T002,-0.334607228958109,0.155342345018645,0.808710143104681,NS,-0.321299072093673,6.75900456224607e-5,4.1701172604129,NS,-0.327953150525891,5.762061799335566e-4,3.239422088130147,NS
Td00001aa007321_T001,0.175045486110914,0.636483501632301,0.196212849265496,NS,0.248429838445818,0.270002637849938,0.568631992885175,NS,0.211737662278366,0.6070179837664604,0.2167984421457612,NS
Td00001aa007322_T001,0.54399071966485,0.0631072000897371,1.19992108796897,NS,0.425049818436513,4.3689665001881e-4,3.35962128530627,NS,0.4845202690506815,0.0012597569246825839,2.899713245718239,NS
Td00001aa007331_T001,0.0243196791954129,0.900934217463657,0.045306918272335,NS,0.050679834949065,0.22123624676549,0.655143717870849,NS,0.03749975707223895,0.6464542769885049,0.18946218687610492,NS
Td00001aa007346_T001,0.331131922217202,0.477094407176935,0.32139567450465,NS,-0.231002975073613,0.403780557674635,0.393854596481788,NS,0.0500644735717945,0.6398868668544537,0.19389680327233988,NS
Td00001aa007364_T001,0.267835392097615,0.381530314352674,0.41847094962771,NS,-0.0399768143584903,0.664984950062955,0.177188183536856,NS,0.11392928886956234,0.723187279056649,0.14074922175295185,NS
Td00001aa007365_T002,-0.272297327162762,0.0335949787337917,1.47372562949015,NS,-0.271756686405025,0.0147991857352827,1.82976217922679,NS,-0.27202700678389347,0.012159227446594253,1.9150940176898952,NS
Td00001aa007401_T001,-0.239566125329888,0.164144355027035,0.784774048193636,NS,-0.686966861338676,1.16283764239866e-7,6.93448091805966,NS,-0.463266493334282,3.20250351543892e-6,5.494510384851071,NS
Td00001aa007403_T001,-0.577766999316952,0.168792333144991,0.772647283708247,NS,0.052660862252751,0.704219357226854,0.152292041433874,NS,-0.2625530685321005,0.5049942504308133,0.296713566476162,NS
Td00001aa007428_T002,-1.07704103576383,0.0312482988367731,1.5051736207491,Down,0.368898859451498,0.835546021761003,0.0780296242309124,NS,-0.354071088156166,0.2117512686012657,0.6741739791324193,NS
Td00001aa007432_T001,1.28747229511907,0.21383455831678,0.669922106080294,NS,-0.226915496730135,0.879077955544413,0.0559726105216904,NS,0.5302783991944675,0.6323802892032843,0.19902167514662006,NS
Td00001aa007436_T001,-0.3040061868901,0.0333945371913652,1.4763245709634,NS,-0.352276885399878,4.81500817414611e-6,5.31740297126353,NS,-0.328141536144989,1.8866341789814664e-5,4.724312301982216,NS
Td00001aa007450_T002,0.197865391353738,0.152779382604913,0.81593524932746,NS,0.022737811795558,0.872931774451077,0.0590196980324419,NS,0.11030160157464801,0.5325261863426236,0.273659031448884,NS
Td00001aa007459_T001,0.00863030514344006,0.950761006085595,0.0219286384595562,NS,0.484942492000177,0.104009207189974,0.982928214020361,NS,0.2467863985718085,0.45827259567257367,0.33887611243451926,NS
Td00001aa007462_T001,-0.529072742524873,0.071988869610251,1.14273464579816,NS,-0.346288795295818,8.5553614062129e-4,3.06776163972793,NS,-0.4376807689103455,0.002399253219206156,2.619923913807706,NS
Td00001aa007521_T004,-0.732164607902385,0.0333945371913652,1.4763245709634,NS,-0.036263767214541,0.851491608167159,0.0698196278477746,NS,-0.38421418755846304,0.22265851981965973,0.6523606823433422,NS
Td00001aa007531_T001,0.0867837661420666,0.980339979983324,0.00862328571042173,NS,-0.202725833217036,0.170405084288887,0.768517451554841,NS,-0.057971033537484694,0.5977781321025538,0.22345997635077122,NS
Td00001aa007539_T002,-0.63262893435147,1.8077629152017e-4,3.74285852705265,NS,-0.362919207586858,0.0216688185323638,1.66416476744635,NS,-0.49777407096916404,2.6223494219028865e-4,3.581309440070217,NS
Td00001aa007568_T001,-0.00433459026389113,0.930085820412369,0.0314769765945244,NS,-0.140213876722545,0.188172686917073,0.725443413756957,NS,-0.07227423349321807,0.6113414138506191,0.21371618298073844,NS
Td00001aa007571_T001,-0.662003536484984,0.456256378308393,0.340791051204452,NS,0.591471910776044,0.901122195542342,0.0452163130704129,NS,-0.03526581285447,0.8687204823188438,0.06111993875732052,NS
Td00001aa007572_T001,-0.204233052217608,0.848494917518602,0.0713507547608444,NS,-0.459167902818036,0.151337133551243,0.820054496182296,NS,-0.331700477517822,0.523210386790725,0.2813236429691089,NS
Td00001aa007574_T001,0.779890039340047,0.00363901187208585,2.43901652754843,NS,0.0921532145375362,0.547165649701183,0.261881174835982,NS,0.43602162693879154,0.03428120548840339,1.464943914643925,NS
Td00001aa007581_T001,0.238786859587116,0.1094654163646,0.960723066708215,NS,-0.0243247980333697,0.999951581494115,2.10283990139853e-5,NS,0.10723103077687315,0.482803472971546,0.31622961453377413,NS
Td00001aa007592_T001,-0.588573754273535,0.409726698534909,0.387505735708559,NS,0.00519171701959556,0.947594964405384,0.0233772558183794,NS,-0.29169101862696967,0.8547835178004157,0.0681438606274596,NS
Td00001aa007611_T002,0.104336659814736,0.803793336649818,0.0948555983781343,NS,0.368268789387578,0.0569375612744471,1.24460113830835,NS,0.236302724601157,0.2960154307359491,0.5286856493842932,NS
Td00001aa007619_T004,-0.736965594166206,2.5463277919117e-5,4.59408568982019,NS,-0.711221910086071,6.1234777790892204e-09,8.21300185378868,NS,-0.7240937521261386,1.4285845104889199e-10,9.845094063049261,NS
Td00001aa007621_T002,0.0412429822318813,0.940493170686635,0.0266443536956097,NS,0.38220015426681,0.592420729343931,0.227369753523254,NS,0.21172156824934563,0.9485476481818458,0.02294084840979663,NS
Td00001aa007649_T002,0.113700499164728,0.447308394241139,0.349392951730317,NS,0.235233345950972,0.20792459284669,0.682094140269532,NS,0.17446692255785,0.4428561983226775,0.3537372724528248,NS
Td00001aa007674_T002,0.102993993323326,0.632599870997453,0.198870900983527,NS,-0.41693572240564,0.00412975272251167,2.38407595184572,NS,-0.156970864541157,0.04187411379656126,1.378054371055657,NS
Td00001aa007711_T001,-0.232768962976124,0.120516528987049,0.918953384993031,NS,-0.155546111584229,0.0207348602896048,1.68329888654342,NS,-0.1941575372801765,0.040700351085017406,1.3904018444939912,NS
Td00001aa007714_T003,0.42867840994823,0.21311531426254,0.671385341178589,NS,0.563198071904845,5.27134071603793e-5,4.27807891201252,NS,0.4959382409265375,6.087077045555564e-4,3.215591201245533,NS
Td00001aa007740_T002,0.337996463515016,0.181254844052754,0.741710378040999,NS,0.101383627800691,0.0347446367094659,1.45911222495155,NS,0.2196900456578535,0.07932661204393389,1.100581093577737,NS
