orthogroup,log2FC,padj,species,DAP,rank
OG0000740,-0.7627542756011115,0.0447181812293445,Mg,NS,1927
OG0000744,0.3389997880968623,0.0184703918436033,Mg,NS,414
OG0000762,-0.01279560530508821,1,Mg,NS,996
OG0000763,-0.40571170700675024,0.445206213138631,Mg,NS,1655
OG0000764,-0.8608170173249252,0.120594636049295,Mg,NS,1969
OG0000803,0.8360564376693851,0.367896812819862,Mg,NS,131
OG0000807,-0.06342538014163358,1,Mg,NS,1100
OG0000822,0.14739751877273533,1,Mg,NS,704
OG0000823,0.34196828974661964,0.622404965411927,Mg,NS,405
OG0000835,-0.3985944783282118,1,Mg,NS,1646
OG0000837,2.1873280477037573,2.0990631432933e-4,Mg,UP,6
OG0000839,0.13480158513939894,1,Mg,NS,726
OG0000840,-0.12224190773097472,1,Mg,NS,1220
OG0000851,-0.6110308702815707,0.0934591401688667,Mg,NS,1829
OG0000861,-0.6119742316482342,6.4326277822894e-4,Mg,NS,1830
OG0000863,0.3587933886392247,1,Mg,NS,394
OG0000864,-0.6823303375893603,0.0328925145529373,Mg,NS,1889
OG0000868,-0.2566237124134028,0.736260002854732,Mg,NS,1433
OG0000882,0.47523406149265446,0.763118548565746,Mg,NS,297
OG0000885,-0.6928906198241828,0.123539080872839,Mg,NS,1899
OG0000889,0.4544603941342551,0.237527311897588,Mg,NS,315
OG0000890,0.1496901550083386,0.288017134959187,Mg,NS,699
OG0000891,1.323165928546216,0.0148234335380036,Mg,UP,46
OG0000894,-1.964666926887719,0.127642479475697,Mg,NS,2101
OG0000901,0.3747089397318702,0.554671794983591,Mg,NS,377
OG0000904,0.2130274394337308,1,Mg,NS,601
OG0000906,-0.3496077593138641,1,Mg,NS,1584
OG0000915,-0.8173252108125322,0.432947168430731,Mg,NS,1956
OG0000926,0.5769223734888792,0.187126348567934,Mg,NS,227
OG0000929,-0.5216091634768878,1,Mg,NS,1764
OG0000937,0.08087273187258368,1,Mg,NS,819
OG0000940,0.26399205275968973,0.745065533994923,Mg,NS,505
OG0000942,0.5626975154195004,0.0563249155994574,Mg,NS,235
OG0000943,0.14008684426271167,1,Mg,NS,720
OG0000945,0.09641888160425138,1,Mg,NS,791
OG0000955,-0.00705475753395077,1,Mg,NS,980
OG0000962,0.01076069483778428,1,Mg,NS,942
OG0000966,-0.21421042777732968,1,Mg,NS,1380
OG0000973,-1.3150456325041304,0.00183459295327791,Mg,DOWN,2060
OG0000976,0.7696625741350973,0.00140111120572971,Mg,NS,152
OG0000979,0.04636996313803449,1,Mg,NS,879
OG0000980,-0.7964666059148678,6.7993960736502e-4,Mg,NS,1944
OG0000988,-0.6899320603226987,0.679800018286538,Mg,NS,1896
OG0000989,0.9750248516378652,0.433958049434892,Mg,NS,89
OG0000994,-0.5912838195178746,0.0193649763393773,Mg,NS,1817
OG0001000,0.22575093857216952,1,Mg,NS,580
OG0001003,-0.2682158082143256,0.274313441396959,Mg,NS,1455
OG0001014,-0.5224060841349102,0.568057024513995,Mg,NS,1766
OG0001025,-0.8035327044404263,0.0501475408892635,Mg,NS,1947
OG0001032,-1.9140503871813843,0.00646312377349572,Mg,DOWN,2100
OG0001033,0.027374917392365104,1,Mg,NS,910
OG0001043,-0.15731586343321136,1,Mg,NS,1275
OG0001047,0.06341632680134968,0.00224336602196263,Mg,NS,847
OG0001055,-0.107058653368022,1,Mg,NS,1191
OG0001069,0.5445867385419385,0.0160517228722327,Mg,NS,251
OG0001070,0.5662433033745673,0.0511823522602409,Mg,NS,232
OG0001074,0.04524385656013753,0.828718363079867,Mg,NS,880
OG0001078,1.0055880590725126,0.0362189568213078,Mg,UP,84
OG0001080,0.06609796856470104,1,Mg,NS,843
OG0001082,0.5572310694658881,0.109376165437587,Mg,NS,239
OG0001087,-1.029747343394052,0.00410943642703438,Mg,DOWN,2018
OG0001094,0.23687006540840613,0.431562352140366,Mg,NS,556
OG0001101,-0.30189937365164904,0.449434547820624,Mg,NS,1498
OG0001110,-0.5947645072372464,8.537272395804e-4,Mg,NS,1819
OG0001123,1.9068905956085185,0.708660795072632,Mg,NS,17
OG0001126,0.24814674024520592,1,Mg,NS,537
OG0001134,-0.3551219728012893,0.753427840409563,Mg,NS,1590
OG0001139,1.0376936844001712,0.0210867607060353,Mg,UP,80
OG0001145,0.2145509807525759,1,Mg,NS,599
OG0001150,-0.21487030164420967,0.609477396197446,Mg,NS,1381
OG0001180,-0.03523110936371158,1,Mg,NS,1037
OG0001185,0.62637199869135185,0.0333187738418603,Mg,NS,206
OG0001187,-0.17489900653776594,0.00900393659103781,Mg,NS,1307
OG0001208,-0.04486876816710694,1,Mg,NS,1063
OG0001212,0.3936638484862768,0.184410048689914,Mg,NS,356
OG0001221,-0.49807463266776897,0.0276721994370738,Mg,NS,1733
OG0001223,-0.1904901932387221,1,Mg,NS,1341
OG0001228,-0.5981813433989224,0.0225085232327243,Mg,NS,1821
OG0001233,-0.5607999547224028,0.00692106032251306,Mg,NS,1796
OG0001236,-0.19458310981474453,0.257441366509887,Mg,NS,1353
OG0001241,-0.30524935374073214,0.204556454059643,Mg,NS,1508
OG0001243,-0.397479127894539,0.0340623299763717,Mg,NS,1645
OG0001259,-0.5497495398402903,0.116044568914548,Mg,NS,1789
OG0001268,-0.7135322687003985,0.410672353740248,Mg,NS,1907
OG0001269,0.02945414249051464,1,Mg,NS,907
OG0001272,0.23655869936438803,1,Mg,NS,557
OG0001287,0.10022434822602963,0.0182189329740397,Mg,NS,784
OG0001302,-0.6647779319604051,0.473508740826274,Mg,NS,1875
OG0001304,-0.6864353780472644,6.4326277822894e-4,Mg,NS,1891
OG0001306,-0.10725119624211309,1,Mg,NS,1193
OG0001322,-2.1139800286701473,0.00286605618069452,Mg,DOWN,2105
OG0001328,0.24688934516229433,0.0667172303181371,Mg,NS,540
OG0001338,0.2976487788494631,0.0746051511679456,Mg,NS,463
OG0001340,-0.2619700789386838,0.658207903509293,Mg,NS,1443
OG0001363,-0.3687438470049087,0.111975822227708,Mg,NS,1611
OG0001366,0.08901335452940728,0.937346350106686,Mg,NS,804
OG0001369,-0.05418402026409162,0.665218293891928,Mg,NS,1085
OG0001372,-1.0627184911056506,0.0309134663873446,Mg,DOWN,2024
OG0001380,-0.3128464562155953,0.346602024463634,Mg,NS,1526
OG0001381,0.00193780424149236,1,Mg,NS,962
OG0001383,-0.49281265409094765,1,Mg,NS,1729
OG0001389,0.36853903717895226,1,Mg,NS,384
OG0001417,-0.1976198933576884,0.729169318162463,Mg,NS,1357
OG0001432,-0.2771910477926804,1,Mg,NS,1467
OG0001455,-0.6630921952535548,0.0067837914472157,Mg,NS,1874
OG0001479,-0.9816799289441924,0.304679740270584,Mg,NS,2005
OG0001484,0.1061655572169279,0.806230387472252,Mg,NS,772
OG0001489,0.34150846385687855,0.00194207298130969,Mg,NS,408
OG0001493,0.3750881192311365,0.269762571037714,Mg,NS,376
OG0001495,0.47503091780943785,0.358691600742311,Mg,NS,298
OG0001499,-0.21805443445551057,0.02481133735476,Mg,NS,1385
OG0001503,-1.3959057282604386,0.00112903966373449,Mg,DOWN,2064
OG0001506,0.2512212833676419,0.0127683008407138,Mg,NS,531
OG0001521,-1.701451307553268,0.0175822043722426,Mg,DOWN,2090
OG0001529,0.2003449212719296,0.811412807694804,Mg,NS,621
OG0001541,-0.37171102797697614,0.0341026376432968,Mg,NS,1616
OG0001550,0.09914305005117464,1,Mg,NS,788
OG0001556,0.1756796761681194,1,Mg,NS,665
OG0001569,0.7220992842138378,0.24887187994212,Mg,NS,168
OG0001609,0.1624954672626923,0.969286606020446,Mg,NS,681
OG0001612,-0.12359047151442384,1,Mg,NS,1224
OG0001619,-0.34533597094613566,1,Mg,NS,1574
OG0001638,0.6936747312251647,0.463618145241273,Mg,NS,175
OG0001655,-0.1147701872460745,1,Mg,NS,1207
OG0001661,0.16967798576824084,1,Mg,NS,673
OG0001662,-1.0034826692612833,0.00286704411946619,Mg,DOWN,2012
OG0001675,-0.6877138065816205,0.183296315942333,Mg,NS,1892
OG0001701,-0.25435751845638277,0.116233194571006,Mg,NS,1428
OG0001706,-0.4004453036621606,0.016587558317771,Mg,NS,1651
OG0001721,-0.4833435126697526,0.300904376757786,Mg,NS,1724
OG0001726,-0.6736476542032913,0.242227203234269,Mg,NS,1880
OG0001746,-0.3603742657949349,0.132795032696685,Mg,NS,1597
OG0001758,-0.19078952136391397,1,Mg,NS,1342
OG0001760,-0.25723084483787256,0.0340623299763717,Mg,NS,1434
OG0001787,0.39968953494540777,0.731075671352898,Mg,NS,350
OG0001792,-0.3872195551390813,0.571983469520498,Mg,NS,1635
OG0001793,-0.08460318711109882,1,Mg,NS,1155
OG0001828,-0.1811126820747707,0.121737906523742,Mg,NS,1323
OG0001834,0.12078822277951091,1,Mg,NS,748
OG0001843,-0.622676153925265,0.00624118351164591,Mg,NS,1845
OG0001853,-0.1310297129353961,0.10572521531128,Mg,NS,1241
OG0001856,-0.33113414688359105,0.337096575396904,Mg,NS,1549
OG0001868,0.3238504070183907,1,Mg,NS,432
OG0001888,0.0906228811729118,1,Mg,NS,802
OG0001890,-0.04157910375139928,1,Mg,NS,1056
OG0001891,0.5420420397287,0.00467623861479483,Mg,NS,252
OG0001897,-0.38509309601084774,0.698111376621098,Mg,NS,1633
OG0001906,0.6516804062212366,0.00183521427524209,Mg,NS,193
OG0001917,0.10350457575385996,1,Mg,NS,776
OG0001922,0.3122419299174281,1,Mg,NS,443
OG0001945,-0.3263409736988351,1,Mg,NS,1540
OG0001953,-0.3458514736214139,0.843778501738075,Mg,NS,1577
OG0001963,0.8420031503604991,0.11537753541788,Mg,NS,128
OG0001975,-0.03583908470326513,1,Mg,NS,1038
OG0001997,-0.5534842692479881,1,Mg,NS,1793
OG0002006,-0.6378262109737483,0.417431545833232,Mg,NS,1853
OG0002009,-0.30644284738994365,1,Mg,NS,1511
OG0002021,0.40525647848625845,1,Mg,NS,347
OG0002023,-0.6741066391050219,0.00784034656596873,Mg,NS,1882
OG0002025,0.27285748831943574,0.626931975161319,Mg,NS,494
OG0002040,-0.5416281735508798,0.0243886077122155,Mg,NS,1783
OG0002061,-0.5135348892002811,0.0103669607276509,Mg,NS,1752
OG0002088,0.5561076380489712,0.218165742445219,Mg,NS,241
OG0002090,0.11906588537540198,0.988766927287064,Mg,NS,750
OG0002091,-1.0878178787914172,0.147916098268598,Mg,NS,2029
OG0002101,0.3410369178350669,0.456812657504577,Mg,NS,409
OG0002107,-0.03356817422315536,1,Mg,NS,1033
OG0002113,-0.2967746176590242,0.512530723733535,Mg,NS,1493
OG0002122,-0.16256323346642623,1,Mg,NS,1283
OG0002125,-0.3437583429115775,0.094353480352958,Mg,NS,1569
OG0002139,0.09131516674594609,1,Mg,NS,801
OG0002161,0.1530116185059662,0.452323025774302,Mg,NS,696
OG0002190,-0.03690657544198246,1,Mg,NS,1041
OG0002191,0.4536709120427498,0.00171129247779789,Mg,NS,317
OG0002192,-0.5869765943623759,0.306437234352855,Mg,NS,1814
OG0002197,-1.2130411063719195,0.178032828444355,Mg,NS,2048
OG0002208,-0.6600071893506462,1,Mg,NS,1869
OG0002228,0.3504439727708431,0.740559666769098,Mg,NS,400
OG0002232,-0.5683894341254992,0.145818698129715,Mg,NS,1803
OG0002237,-0.00235158167939788,0.399932210299541,Mg,NS,968
OG0002248,-0.0755678765907369,1,Mg,NS,1129
OG0002287,-0.34390842989445813,0.431669698689614,Mg,NS,1570
OG0002291,0.2337502812720693,1,Mg,NS,562
OG0002295,-0.1568210378191057,1,Mg,NS,1274
OG0002300,-0.568632299780579,0.257542789968937,Mg,NS,1804
OG0002341,0.05942441220043317,1,Mg,NS,850
OG0002345,-0.11612303642033003,1,Mg,NS,1210
OG0002355,0.03954141794675111,1,Mg,NS,890
OG0002361,-0.6507331965221274,0.150503571412575,Mg,NS,1867
OG0002379,-0.18150893029989076,1,Mg,NS,1324
OG0002381,-0.6954794916560959,0.00485876591102959,Mg,NS,1902
OG0002425,-0.33646418804524275,0.22677493571704,Mg,NS,1559
OG0002432,-0.3672089741882287,0.627731668142566,Mg,NS,1608
OG0002435,0.5842582317099095,0.275360056854685,Mg,NS,224
OG0002436,0.21557490364860252,1,Mg,NS,598
OG0002472,-0.8308262066146962,0.069702453536172,Mg,NS,1959
OG0002502,0.10733404411132157,0.826128775044183,Mg,NS,768
OG0002505,0.3290387712869227,0.319472334631894,Mg,NS,424
OG0002524,1.9174520289505512,0.0387566535646021,Mg,UP,16
OG0002531,-0.5971927895065685,0.153411537182017,Mg,NS,1820
OG0002544,-0.5857626693459288,0.0748453703933983,Mg,NS,1813
OG0002558,-0.13602912909847376,1,Mg,NS,1249
OG0002559,1.2030374886916455,0.00479754381484678,Mg,UP,56
OG0002562,0.08291363728559316,1,Mg,NS,815
OG0002575,0.5265305479624202,0.00596640905892817,Mg,NS,255
OG0002591,-0.1706523496003399,1,Mg,NS,1299
OG0002597,0.2516651750430873,0.995153805178178,Mg,NS,528
OG0002600,0.203256918622108,1,Mg,NS,618
OG0002605,-0.3637973827687104,0.39049624064353,Mg,NS,1601
OG0002615,-0.1988729172002422,0.0158488845616003,Mg,NS,1359
OG0002621,-1.0952805034331083,0.0159189376629841,Mg,DOWN,2030
OG0002630,-0.10347878701641222,1,Mg,NS,1183
OG0002650,-0.07552277672669022,1,Mg,NS,1128
OG0002654,-0.33896524912968595,1,Mg,NS,1565
OG0002674,0.13445611186334258,1,Mg,NS,727
OG0002678,0,1,Mg,NS,963
OG0002679,0.5567130239169829,0.02481133735476,Mg,NS,240
OG0002718,0.0787541114144113,1,Mg,NS,822
OG0002722,0.19064550029604735,0.58937579348758,Mg,NS,641
OG0002725,0.10244726897081774,1,Mg,NS,779
OG0002726,-0.1942334862305104,0.223093641906997,Mg,NS,1351
OG0002737,0.21684145242251188,1,Mg,NS,597
OG0002760,0.14674368337697524,1,Mg,NS,707
OG0002761,-0.3653362345059965,0.0522171511828216,Mg,NS,1602
OG0002770,0.6057864358671603,0.0144961782592859,Mg,NS,213
OG0002771,-0.28556859089044256,0.269688112642389,Mg,NS,1475
OG0002772,0.03332402025789127,0.19991613884892,Mg,NS,902
OG0002773,1.2012154256703433,0.147916098268598,Mg,NS,57
OG0002776,-0.08369470622242094,1,Mg,NS,1152
OG0002784,-0.11193327868313688,1,Mg,NS,1203
OG0002790,-0.16939234681529466,1,Mg,NS,1297
OG0002808,0.2461197962990012,0.930943496785588,Mg,NS,541
OG0002818,-0.4827821059146779,1,Mg,NS,1723
OG0002821,-0.6656776375165271,0.0213729101529448,Mg,NS,1876
OG0002834,-0.11003454576069076,1,Mg,NS,1198
OG0002844,-0.6178344405400549,0.279080413428058,Mg,NS,1839
OG0002854,0.38694611160358977,0.319472334631894,Mg,NS,365
OG0002858,-0.2243614335717883,0.150783158991709,Mg,NS,1401
OG0002866,0.3688041590820433,0.127669281934572,Mg,NS,383
OG0002875,0.38117075658982663,0.982244658203084,Mg,NS,370
OG0002889,-0.7636179863582732,0.0125298842892231,Mg,NS,1928
OG0002897,0.05560055678917508,1,Mg,NS,859
OG0002921,0.3432270099156732,0.597499777348101,Mg,NS,404
OG0002922,-1.1088102456192883,0.00154054336427157,Mg,DOWN,2032
OG0002923,-0.3595062815183596,0.0511345871392816,Mg,NS,1595
OG0002924,0.29001438492249265,0.20530386969425,Mg,NS,475
OG0002946,-0.13052198148974883,1,Mg,NS,1238
OG0003023,-0.7808415971459939,0.569978043713015,Mg,NS,1931
OG0003024,-0.28701326876823374,1,Mg,NS,1480
OG0003039,0.02530051968317237,1,Mg,NS,915
OG0003045,-0.03829767869832236,1,Mg,NS,1045
OG0003047,0.41734470437778654,0.184368884091348,Mg,NS,339
OG0003058,-0.19229756618812252,0.721374004178215,Mg,NS,1347
OG0003102,0.042202432793376654,1,Mg,NS,886
OG0003111,-0.3905844555543047,0.36977830891364,Mg,NS,1637
OG0003113,-0.11413574511161895,0.322063355102594,Mg,NS,1206
OG0003143,-0.2606191179323603,1,Mg,NS,1439
OG0003161,-1.8276089095548695,0.0504250128561481,Mg,NS,2098
OG0003168,0.7495714254719714,0.0398792927552529,Mg,NS,159
OG0003176,-0.5138263255369038,0.218840251793086,Mg,NS,1753
OG0003178,-0.03782846610723633,1,Mg,NS,1044
OG0003245,-0.10873563954088106,1,Mg,NS,1195
OG0003276,-0.3966589699639893,0.108998010285847,Mg,NS,1644
OG0003277,-0.42357698844536307,0.0289008052786862,Mg,NS,1675
OG0003283,0.10746972996858548,1,Mg,NS,767
OG0003285,0.25083681756386483,1,Mg,NS,534
OG0003287,0.008418043144771,1,Mg,NS,950
OG0003294,-0.280646982473262,1,Mg,NS,1468
OG0003296,0.07808218589558515,1,Mg,NS,825
OG0003307,-0.23062720878661527,0.65757138066242,Mg,NS,1406
OG0003310,0.14587952747566124,0.0636930862815723,Mg,NS,710
OG0003319,-0.06975110844241882,1,Mg,NS,1118
OG0003325,-0.1666711432338856,0.176246964879725,Mg,NS,1290
OG0003359,0.2427704211214736,0.497974454045513,Mg,NS,546
OG0003364,0.5469231397019823,1,Mg,NS,246
OG0003372,0.9772799234999164,0.697414303809589,Mg,NS,88
OG0003382,0.18318956764077615,1,Mg,NS,652
OG0003395,0.30648751327138685,0.626931975161319,Mg,NS,453
OG0003400,-0.1783706915660966,1,Mg,NS,1317
OG0003405,0.36764035606223633,0.168218220339792,Mg,NS,386
OG0003417,0.39905520073698864,0.433263855994387,Mg,NS,351
OG0003436,0.12725643110936438,1,Mg,NS,735
OG0003440,-0.2042849934982704,1,Mg,NS,1367
OG0003442,0.36640798232178706,0.707617325111532,Mg,NS,389
OG0003457,0.16441308429883814,1,Mg,NS,678
OG0003463,0.24957569372667995,0.00869621397246158,Mg,NS,535
OG0003472,0.05268031667617746,1,Mg,NS,868
OG0003478,0.22372948848561058,1,Mg,NS,582
OG0003484,-0.06485114434996807,1,Mg,NS,1107
OG0003486,-0.7333481668208028,0.00365095644930572,Mg,NS,1915
OG0003509,-0.4559454428590499,0.147468991716221,Mg,NS,1706
OG0003530,0.8146815444343116,0.876401562871511,Mg,NS,136
OG0003555,1.4687186205170957,0.378730561410016,Mg,NS,33
OG0003574,0.5138293238620607,0.619674246715114,Mg,NS,275
OG0003576,-1.827195587832678,0.00330207653270799,Mg,DOWN,2097
OG0003590,-0.23578956964291203,0.44226413772747,Mg,NS,1412
OG0003604,0.28259182111321696,0.978324267424585,Mg,NS,477
OG0003613,-0.01021984231787867,1,Mg,NS,986
OG0003619,0.21858355186144104,0.103939267982969,Mg,NS,592
OG0003643,0.5736766931746413,0.0174207757782921,Mg,NS,229
OG0003658,-0.42014438971193263,0.259057655946534,Mg,NS,1674
OG0003663,-2.1137231806799934,0.00490821118520092,Mg,DOWN,2104
OG0003665,-0.17705025416816442,1,Mg,NS,1313
OG0003666,0.23331728863741324,0.630092879998323,Mg,NS,564
OG0003675,-0.02907292419631397,1,Mg,NS,1025
OG0003690,0.33108197624946667,0.0657236526348577,Mg,NS,422
OG0003712,0.23548807894813112,1,Mg,NS,558
OG0003720,0.30790467788837095,0.433747344398034,Mg,NS,450
OG0003728,-0.06814325207861702,1,Mg,NS,1115
OG0003744,0.02052539733139898,1,Mg,NS,923
OG0003768,0.4845159389735781,0.0633505389876674,Mg,NS,289
OG0003779,-0.07996830470341522,0.982244658203084,Mg,NS,1139
OG0003785,-1.18682535281726,0.296717906019241,Mg,NS,2044
OG0003789,-0.4984535074664811,0.419131933587588,Mg,NS,1734
OG0003817,0.31039021505965947,0.0218313051871112,Mg,NS,446
OG0003871,0.21150410519371185,0.310761335523789,Mg,NS,605
OG0003891,-0.14086253583984987,1,Mg,NS,1256
OG0003900,1.3184568312509108,0.165686707373913,Mg,NS,47
OG0003931,0.00971515483321185,1,Mg,NS,946
OG0003967,0.00816401959230735,1,Mg,NS,952
OG0004009,0.1275880548848522,1,Mg,NS,734
OG0004027,-0.8069637887921232,0.147039911770206,Mg,NS,1951
OG0004028,0.24195271816676628,0.756825478565172,Mg,NS,548
OG0004034,-0.30454989408465083,0.38480400528691,Mg,NS,1507
OG0004036,-0.3622629596302987,0.128455889097373,Mg,NS,1599
OG0004053,-0.4952995184622422,0.119193484845026,Mg,NS,1730
OG0004054,-0.3959904606629997,0.276107755227268,Mg,NS,1641
OG0004074,-1.423630897209451,0.00781490544070171,Mg,DOWN,2067
OG0004082,-0.37183761733042064,0.18284582787607,Mg,NS,1617
OG0004098,-0.0823429735224112,1,Mg,NS,1146
OG0004103,0.1844245711374276,1,Mg,NS,650
OG0004121,-0.35484271736009754,1,Mg,NS,1589
OG0004123,-0.3555480623797766,0.435126058285438,Mg,NS,1592
OG0004128,-0.38187063534364446,0.0161347008856549,Mg,NS,1628
OG0004164,0.5182676563874996,4.5463759944136e-4,Mg,NS,269
OG0004185,-0.8328077460359088,1,Mg,NS,1960
OG0004186,-0.43934160590558696,0.00557556177942032,Mg,NS,1688
OG0004200,0.04385428958942707,1,Mg,NS,881
OG0004214,-0.2769735967916675,1,Mg,NS,1466
OG0004226,0.3328438723665457,1,Mg,NS,418
OG0004237,0.02726911152157788,1,Mg,NS,912
OG0004247,-0.4722623679717939,0.062113909799921,Mg,NS,1718
OG0004302,0.0579675982712241,1,Mg,NS,852
OG0004328,0.36034969412012463,1,Mg,NS,392
OG0004387,0.20575689871992717,1,Mg,NS,617
OG0004407,0.7891699332654983,0.0759553611090527,Mg,NS,146
OG0004426,0.5160431970827181,0.464299420384242,Mg,NS,273
OG0004468,0.07065713836940657,1,Mg,NS,837
OG0004474,-1.2539513010713554,0.00730743404091522,Mg,DOWN,2053
OG0004483,-0.6429779338218832,0.0289830749641257,Mg,NS,1860
OG0004509,-0.396064213831851,0.0365318040661954,Mg,NS,1642
OG0004512,-0.4401734228032624,0.67302131087772,Mg,NS,1690
OG0004534,-0.2550416150802633,1,Mg,NS,1429
OG0004557,-0.3186252783472683,0.433958049434892,Mg,NS,1533
OG0004559,2.07349523875922,0.101087902119398,Mg,NS,8
OG0004562,-0.16767038350053737,0.853015354429688,Mg,NS,1292
OG0004564,-0.615560222925161,0.00140111120572971,Mg,NS,1835
OG0004572,-1.023481433339163,0.564945659403231,Mg,NS,2016
OG0004579,-0.46292173010689813,0.431669698689614,Mg,NS,1712
OG0004593,0.47118460545239416,0.333551298774969,Mg,NS,303
OG0004597,-0.4399693038702556,1,Mg,NS,1689
OG0004610,-0.9739735267433952,0.069362775768667,Mg,NS,2003
OG0004627,-0.4192252962422773,0.00253322909149808,Mg,NS,1673
OG0004642,-0.07689359954015212,1,Mg,NS,1131
OG0004652,0.16236765026423025,1,Mg,NS,682
OG0004663,-0.5380189991108807,0.0150609215632764,Mg,NS,1780
OG0004695,-0.19443835976544652,1,Mg,NS,1352
OG0004696,0.3921332293484576,0.710853132482621,Mg,NS,359
OG0004712,-0.17426654862754137,1,Mg,NS,1305
OG0004724,-0.3456057205269076,1,Mg,NS,1576
OG0004734,0.15498529128409785,1,Mg,NS,693
OG0004743,-0.2623426316460542,0.365230161987315,Mg,NS,1444
OG0004747,-0.1743663442240872,0.632707596728823,Mg,NS,1306
OG0004779,0.5190428695326496,0.833867008715326,Mg,NS,268
OG0004781,-0.6475804177091012,0.00160196445643292,Mg,NS,1865
OG0004798,0.04805212940614171,1,Mg,NS,877
OG0004800,0.2070590962963711,0.370949655855603,Mg,NS,611
OG0004803,0.34479403813251613,0.255799226774429,Mg,NS,403
OG0004845,0.00864754861351162,1,Mg,NS,948
OG0004846,0.5919320555359983,0.0670194499931056,Mg,NS,222
OG0004859,-0.9104171068752912,0.0813753325804647,Mg,NS,1986
OG0004896,0.03795173979158671,1,Mg,NS,895
OG0004902,-0.1066825674504931,1,Mg,NS,1186
OG0004910,-0.3033921434499348,0.0477033507213376,Mg,NS,1501
OG0004924,-0.2990383201353806,0.521936696138867,Mg,NS,1494
OG0004946,-1.2717166489335947,0.0645692555482219,Mg,NS,2054
OG0004961,0.01472150570676552,1,Mg,NS,935
OG0004962,-0.25774288023372965,0.168989153855818,Mg,NS,1435
OG0004964,-0.32897710748188674,0.319472334631894,Mg,NS,1543
OG0004981,-0.2705187997347006,1,Mg,NS,1456
OG0004982,-1.040641984497346,0.00219152205087143,Mg,DOWN,2022
OG0004983,-0.20500703572591503,0.405307023145937,Mg,NS,1370
OG0004984,-0.26691634755178334,0.256278725183421,Mg,NS,1452
OG0004987,-0.04268639910154999,1,Mg,NS,1058
OG0004989,0,1,Mg,NS,963
OG0004997,0.122195435452403,1,Mg,NS,745
OG0005002,-0.18598943768679804,1,Mg,NS,1330
OG0005018,-0.1771130621092105,1,Mg,NS,1315
OG0005023,0.14714552979574758,0.0590809984385865,Mg,NS,705
OG0005033,-0.4191218271772092,0.0150578730802987,Mg,NS,1672
OG0005036,-0.5062671704521027,0.246487127735374,Mg,NS,1748
OG0005037,-0.15970653791329967,0.462977759980417,Mg,NS,1279
OG0005050,-1.321121894787652,0.160921049441369,Mg,NS,2061
OG0005063,0.6403392577575295,0.0115806903153087,Mg,NS,200
OG0005084,0.01770200173345873,1,Mg,NS,929
OG0005102,0.03693021880827917,1,Mg,NS,896
OG0005104,0.9745549834425368,1,Mg,NS,90
OG0005107,-0.547813993945201,1,Mg,NS,1786
OG0005120,-0.6437848557471254,0.0969748058195801,Mg,NS,1861
OG0005155,0.5167833260265852,0.00167265157350253,Mg,NS,271
OG0005182,0.7604773009269247,0.0739176596698702,Mg,NS,156
OG0005199,-0.2922826331388376,0.378453415955026,Mg,NS,1486
OG0005202,-0.13069371812155814,1,Mg,NS,1240
OG0005220,-0.7204106938525315,0.0202006330759991,Mg,NS,1911
OG0005240,-0.07472589228508361,1,Mg,NS,1127
OG0005243,-0.25905282065327084,1,Mg,NS,1437
OG0005250,0.21239536069571552,0.816838726657473,Mg,NS,602
OG0005265,0.22467086869473876,0.271144384617354,Mg,NS,581
OG0005269,0.09386692346422232,1,Mg,NS,797
OG0005315,-0.05383815162755007,1,Mg,NS,1084
OG0005326,-0.4326175769129647,0.576832309091439,Mg,NS,1682
OG0005328,0.00557025804294599,1,Mg,NS,956
OG0005333,0.6276669516753942,0.405469894503781,Mg,NS,205
OG0005336,-0.20058327389011152,1,Mg,NS,1363
OG0005340,-0.5671758728628544,1,Mg,NS,1802
OG0005343,-0.3749893386387762,0.651647210823756,Mg,NS,1618
OG0005372,0.20602287329877816,1,Mg,NS,614
OG0005374,-0.26426800577290444,1,Mg,NS,1449
OG0005386,0.32112859636821,0.875531299000731,Mg,NS,435
OG0005389,-0.34649531652663695,0.598633842732399,Mg,NS,1579
OG0005403,-0.5830937245001543,0.0636509403632863,Mg,NS,1812
OG0005405,-0.35961346066015193,1,Mg,NS,1596
OG0005432,-0.10281080558377548,0.833965859987039,Mg,NS,1180
OG0005440,-0.7307829456627718,0.418637538089004,Mg,NS,1913
OG0005460,-0.6403210940095141,0.00389433815102663,Mg,NS,1856
OG0005469,-0.1464301457488483,1,Mg,NS,1262
OG0005482,-0.36191134459362384,0.718948183107946,Mg,NS,1598
OG0005483,0.8522652381917538,0.369478228950989,Mg,NS,119
OG0005509,-0.26732535065593593,0.27141614873305,Mg,NS,1453
OG0005511,-0.4062700947890035,1,Mg,NS,1656
OG0005515,0.2702060612360487,0.684746236704292,Mg,NS,498
OG0005531,-0.30056604307338075,0.659077797352448,Mg,NS,1496
OG0005543,-0.49246247122400966,0.184570471630197,Mg,NS,1728
OG0005545,-0.2681786376943803,0.268922995754928,Mg,NS,1454
OG0005547,0.03839113013682398,1,Mg,NS,893
OG0005549,-0.3454611324675159,0.402831685655191,Mg,NS,1575
OG0005560,-0.10691520391651156,1,Mg,NS,1189
OG0005567,-0.7573265476148859,1,Mg,NS,1923
OG0005568,0.05757503353066564,1,Mg,NS,855
