protein_id,log2FC_2022,padj_2022,DAP_2022,log2FC_2019,padj_2019,DAP_2019
Td00001aa006801_T002,-0.11249788045252457,0.7741574544853036,NS,-0.685013514531485,0.0380866701897167,NS
Td00001aa006823_T001,-0.3495637856282224,0.05488712075933476,NS,0.497740088609093,0.285122707842745,NS
Td00001aa006829_T002,-0.35374543028994854,0.003227115756753334,NS,-0.236163541109049,0.18137620472155,NS
Td00001aa006830_T001,-0.3521831147480296,0.006297301662707419,NS,0.291603558030565,0.459029195165184,NS
Td00001aa006833_T001,-0.22933960791446248,0.5163015796796692,NS,0.416839741912829,0.799339839782636,NS
Td00001aa006835_T001,-0.10059945720085456,0.08647894249393592,NS,0.0881415968690176,0.324169931518176,NS
Td00001aa006869_T002,-0.31048345165427943,0.24341424676765563,NS,-0.826232932263294,0.110149449465892,NS
Td00001aa006888_T001,0.05047547650021033,0.0724086589871256,NS,0.185232254230161,0.317798903559542,NS
Td00001aa006889_T002,-0.3371542658020219,5.185408300706712e-4,NS,-0.15200309344505,0.0618103729476375,NS
Td00001aa006923_T001,0.0010465477242942959,0.8517558238858769,NS,-0.204233052217608,0.199467430008441,NS
Td00001aa006933_T002,-0.12239693749360102,0.1303650561211537,NS,-0.401634794676355,0.0178078200987635,NS
Td00001aa006947_T001,0.13851780131629438,0.19235037948774064,NS,0.00144197417390632,0.907606128879847,NS
Td00001aa006949_T001,-0.477252678983688,0.004803495573569705,NS,-0.469929257774916,0.0656693123791034,NS
Td00001aa006961_T001,1.1744465767751455,0.004596844391055327,Up,0.758729568457863,0.0937336948903199,NS
Td00001aa006965_T002,0.26817915712286533,0.006557220945490143,NS,0.503857532577429,0.0168533209300167,NS
Td00001aa006970_T002,0.12960914611380034,0.1431095226784491,NS,0.43722773891291,0.117668786462997,NS
Td00001aa006981_T002,-0.023313676052820115,0.0700239933717625,NS,0.200378797984026,0.3651285808289,NS
Td00001aa006982_T002,0.07675178469828321,0.44257271771755036,NS,0.172487515510134,0.805812325575016,NS
Td00001aa006985_T003,-0.14117617773917424,0.06639397652789907,NS,0.237563718317676,0.390832405774106,NS
Td00001aa007000_T001,-0.4180158578320985,3.4878865816332245e-4,NS,-0.390245037827557,0.463993766677273,NS
Td00001aa007009_T001,0.010078163905965044,0.40746085877922705,NS,0.260627908126699,0.851739485081458,NS
Td00001aa007012_T001,-0.8233643084219712,2.6472198069433036e-6,NS,-0.343732465205711,0.351807321801033,NS
Td00001aa007022_T003,1.6310677229682657,6.07137097519993e-8,Up,1.67807190511264,5.4994214336659e-4,Up
Td00001aa007062_T001,0.81019157422713906,0.04978267906078153,NS,1.20476675065461,2.2030853590067e-4,Up
Td00001aa007066_T002,-0.17663979108828012,0.00980651355892318,NS,0.389566811762726,0.456522486056057,NS
Td00001aa007068_T001,-0.07154256533177812,0.187230598392353,NS,0.137503523749935,0.689410505610952,NS
Td00001aa007081_T002,0.39296479487276026,0.010815378169251773,NS,0.331131922217202,0.379771176330918,NS
Td00001aa007117_T002,-0.1870194526853616,0.13111680040985393,NS,0.150559676575381,0.991884227918981,NS
Td00001aa007123_T001,-0.7333142876243419,0.005274819939074357,NS,-0.682695931638085,0.842372374996964,NS
Td00001aa007126_T001,0.3385878343607931,4.4937425493594216e-5,NS,-0.00723156923107586,0.965284987394412,NS
Td00001aa007138_T003,0.18695393616760964,0.0030907278514749285,NS,0.133563525741106,0.261078927066097,NS
Td00001aa007144_T002,-0.1697784747194844,0.01776871899686816,NS,-0.41888982477445,0.0596020996579803,NS
Td00001aa007167_T001,-0.43031798330046844,2.668356055304123e-4,NS,-0.56277226108709,0.0111305787977201,NS
Td00001aa007172_T001,-0.3395975767243503,0.022543453535745057,NS,-0.316528107144772,0.0327104711242751,NS
Td00001aa007177_T001,-0.20509811657949076,0.00642357883339126,NS,0.264236151043547,0.823275527626681,NS
Td00001aa007190_T001,-0.2473610699242391,7.661986854870167e-4,NS,-0.0755200076409777,0.261078927066097,NS
Td00001aa007203_T001,0.3085044191848872,0.005504939751935559,NS,0.222804561045261,0.27731966800295,NS
Td00001aa007204_T001,0.08042401867414788,0.2952400767908165,NS,0.0786098346963665,0.859588854515533,NS
Td00001aa007217_T002,2.1547096655987934,3.104590496849636e-7,Up,1.35049724708413,0.00129952126798727,Up
Td00001aa007283_T003,-0.2537238742086347,1.735943572543879e-4,NS,-0.161653263478769,0.733469355634766,NS
Td00001aa007287_T002,-0.18976894093638455,0.003067378224113341,NS,0.0229004021100788,0.643259175989922,NS
Td00001aa007318_T002,-0.32129907209367264,0.0010549584542505288,NS,-0.334607228958109,0.155342345018645,NS
Td00001aa007321_T001,0.2484298384458182,0.08837687686770641,NS,0.175045486110914,0.636483501632301,NS
Td00001aa007322_T001,0.4250498184365127,0.001978122028104268,NS,0.54399071966485,0.0631072000897371,NS
Td00001aa007331_T001,0.05067983494906498,0.00761288339033101,NS,0.0243196791954129,0.900934217463657,NS
Td00001aa007346_T001,-0.23100297507361311,0.06897024108063665,NS,0.331131922217202,0.477094407176935,NS
Td00001aa007364_T001,-0.039976814358490334,0.37216211394863297,NS,0.267835392097615,0.381530314352674,NS
Td00001aa007365_T002,-0.2717566864050247,0.006519698590183036,NS,-0.272297327162762,0.0335949787337917,NS
Td00001aa007401_T001,-0.6869668613386765,1.155350730891131e-4,NS,-0.239566125329888,0.164144355027035,NS
Td00001aa007403_T001,0.05266086225275102,0.22835546417434785,NS,-0.577766999316952,0.168792333144991,NS
Td00001aa007428_T002,0.3688988594514983,0.1610180141100417,NS,-1.07704103576383,0.0312482988367731,Down
Td00001aa007432_T001,-0.22691549673013514,0.3093515192116174,NS,1.28747229511907,0.21383455831678,NS
Td00001aa007436_T001,-0.3522768853998782,2.281155457564369e-4,NS,-0.3040061868901,0.0333945371913652,NS
Td00001aa007450_T002,0.022737811795557998,0.20867837313297236,NS,0.197865391353738,0.152779382604913,NS
Td00001aa007459_T001,0.48494249200017736,0.1599606325597878,NS,0.00863030514344006,0.950761006085595,NS
Td00001aa007462_T001,-0.34628879529581813,6.065893614495762e-4,NS,-0.529072742524873,0.071988869610251,NS
Td00001aa007521_T004,-0.03626376721454096,0.3129089894110157,NS,-0.732164607902385,0.0333945371913652,NS
Td00001aa007531_T001,-0.20272583321703622,0.016374069961705477,NS,0.0867837661420666,0.980339979983324,NS
Td00001aa007539_T002,-0.36291920758685825,0.007786594584654911,NS,-0.63262893435147,1.8077629152017e-4,NS
Td00001aa007568_T001,-0.1402138767225452,0.07914806117571056,NS,-0.00433459026389113,0.930085820412369,NS
Td00001aa007571_T001,0.5914719107760441,0.300840682658988,NS,-0.662003536484984,0.456256378308393,NS
Td00001aa007572_T001,-0.45916790281803593,0.043604582684375434,NS,-0.204233052217608,0.848494917518602,NS
Td00001aa007574_T001,0.0921532145375362,0.18324321242981692,NS,0.779890039340047,0.00363901187208585,NS
Td00001aa007581_T001,-0.02432479803336966,0.9220455467314809,NS,0.238786859587116,0.1094654163646,NS
Td00001aa007592_T001,0.00519171701959556,0.38305665544838147,NS,-0.588573754273535,0.409726698534909,NS
Td00001aa007611_T002,0.3682687893875775,0.048326377433968476,NS,0.104336659814736,0.803793336649818,NS
Td00001aa007619_T004,-0.7112219100860712,5.120550932834021e-5,NS,-0.736965594166206,2.5463277919117e-5,NS
Td00001aa007621_T002,0.38220015426680964,0.3062765939878355,NS,0.0412429822318813,0.940493170686635,NS
Td00001aa007649_T002,0.23523334595097153,0.012773406776232463,NS,0.113700499164728,0.447308394241139,NS
Td00001aa007674_T002,-0.41693572240563986,0.0064518572495887,NS,0.102993993323326,0.632599870997453,NS
Td00001aa007711_T001,-0.15554611158422937,0.0017527864623074832,NS,-0.232768962976124,0.120516528987049,NS
Td00001aa007714_T003,0.5631980719048453,3.308590105633182e-4,NS,0.42867840994823,0.21311531426254,NS
Td00001aa007740_T002,0.10138362780069098,0.0257405734005403,NS,0.337996463515016,0.181254844052754,NS
Td00001aa007754_T002,0.649636578136286,0.001407485088410725,NS,0.108357178090419,0.331158990446234,NS
Td00001aa007769_T001,-0.5899299959610436,8.709059646036556e-4,NS,-1.03800632257974,0.0656023023292711,NS
Td00001aa007790_T003,0.27180165283669006,0.11000392659885691,NS,-0.0892673380970874,0.689410505610952,NS
Td00001aa007819_T001,0.5638620065429296,0.014353588979188264,NS,0.600269753509005,0.0274918919787426,NS
Td00001aa007835_T001,-0.278039622004961,0.08448747895642057,NS,0.258217389536018,0.0821530699755225,NS
Td00001aa007838_T006,0.12231457672120466,0.17907968266659624,NS,0.0426443374084937,0.842585452387614,NS
Td00001aa007848_T001,0.3757815097002348,0.001730930691711688,NS,0.381837083906047,0.0631375226833566,NS
Td00001aa007867_T002,0.8602389574694032,1.2860734983471922e-5,NS,1.45470232816369,2.16024961511666e-5,Up
Td00001aa007870_T001,-0.13394663240659777,0.6769492229827012,NS,0.0676387168753633,0.903126723410449,NS
Td00001aa007882_T001,-0.5246490669252869,0.025552641228747022,NS,0.0989584800881688,0.977622678597887,NS
Td00001aa007890_T001,-0.14185596385978266,0.11265653148458372,NS,-0.163267919540864,0.491910735838657,NS
Td00001aa007891_T002,0.10644517206995524,0.05948397378258047,NS,0.792438930064638,0.00477041250628842,NS
Td00001aa007892_T001,-0.004345406961842726,0.37545381468445116,NS,0.751035176667862,0.0827700397717682,NS
Td00001aa007925_T003,-0.3851561607378016,0.005166955831624025,NS,-0.270555993166337,0.147464650531757,NS
Td00001aa007926_T001,-0.10125095254333634,0.001730930691711688,NS,-0.215914857265243,0.161552318248086,NS
Td00001aa007963_T001,-0.11057301553728857,0.007954187245873013,NS,-0.291592016516404,0.264006536360148,NS
Td00001aa007968_T001,-0.44062002118786564,0.016238313199293614,NS,-0.382701517159154,0.0511154260659785,NS
Td00001aa007977_T001,0.5348386723194287,0.02408802012671677,NS,-0.436353730515936,0.289519637439165,NS
Td00001aa007989_T001,-0.020804427227992597,0.6609537310607312,NS,0.0772429989324604,0.280592604897185,NS
Td00001aa007990_T003,0.0053730513558825025,0.7108284533846598,NS,-0.0409717810563062,0.888137490397284,NS
Td00001aa007991_T003,-1.3699336174681154,7.581773740171233e-5,Down,-0.375197234747053,0.287939915018135,NS
Td00001aa007992_T002,1.224915342296605,0.003071405146840372,Up,2.06626144226872,0.0845201611439215,NS
Td00001aa007999_T002,-0.18902613820613914,0.0846787808600791,NS,-0.169744675832317,0.269449633847169,NS
Td00001aa008061_T001,-0.25730317143206977,0.10151233531385556,NS,0.0717626693000913,0.888137490397284,NS
Td00001aa008086_T004,-0.8299462837931042,0.07570940602047417,NS,-0.610433188237274,0.25964171770487,NS
Td00001aa008094_T001,-0.44134138105976856,0.04331438585037831,NS,-0.852042118612899,0.0528799542033226,NS
Td00001aa008108_T004,0.23784428762705712,0.28720863723965356,NS,-0.163267919540864,0.690548389938014,NS
Td00001aa008122_T001,0.20060780156701205,0.10311882557517832,NS,0.325386414659773,0.374151409660833,NS
Td00001aa008136_T003,-0.32818665665850905,0.04058540667951041,NS,-1.55215635563791,0.0334686447918404,Down
Td00001aa008141_T001,-0.5585354698135355,4.837426781732991e-6,NS,-0.486004020632987,0.0110201004024728,NS
Td00001aa008154_T002,-0.16444661289132964,0.007004420804812376,NS,-0.258425152581204,0.478588086880555,NS
Td00001aa008180_T001,-0.5194452166618565,0.016332538422313234,NS,-0.00288827932482651,0.649083025334578,NS
Td00001aa008230_T002,0.6186666773284267,0.03371738414786343,NS,0.0440443327060212,0.765502444442782,NS
Td00001aa008258_T002,0.80196364705416745,3.1402897727862814e-4,NS,0.900721927564115,3.3306648939706e-4,NS
Td00001aa008265_T001,0.233434200997209,0.18417909661701393,NS,-0.289827251720338,0.806067205173642,NS
Td00001aa008295_T001,0.957552686115248,4.2934040506499914e-5,NS,0.211635253327149,0.229121881270146,NS
Td00001aa008396_T001,-0.7998685906010339,0.07214149630767838,NS,-0.564904848379903,0.228643548323653,NS
Td00001aa008406_T001,0.05295367402381364,0.25980745281293527,NS,-1.12029423371771,0.0349867007884368,Down
Td00001aa008429_T002,0.7985256845595156,3.3465973258735334e-6,NS,0.700439718141092,0.00116445089927337,NS
Td00001aa008463_T001,0.11558144476586528,0.3166137181433644,NS,-0.459972730742493,0.0838775772234075,NS
Td00001aa008476_T001,-0.3309945196755578,1.7153810752246383e-4,NS,-0.139235797371172,0.384545242438115,NS
Td00001aa008487_T004,-0.4315300205878179,8.820927681560458e-4,NS,-0.87038726186953,0.0892794110978781,NS
Td00001aa008491_T001,-1.974615445189529,4.0404024944609615e-6,Down,-1.74661576419993,0.00262020663743639,Down
Td00001aa008501_T002,0.7711313590077282,0.018682545934255848,NS,0.527070335512661,0.111145745383383,NS
Td00001aa008517_T002,-0.11325781587675815,0.18250341996244482,NS,-0.195946441032647,0.137658610194552,NS
Td00001aa008566_T003,-0.3338932588656454,0.2275240277321854,NS,-0.512513650651464,0.0989436172959722,NS
Td00001aa008587_T005,0.1311165137220452,0.3546884047614226,NS,-0.0513991525066443,0.851460393889285,NS
Td00001aa008599_T001,-0.3598651018234352,0.03631936612415595,NS,-0.0694518807521452,0.60346661544512,NS
Td00001aa008627_T001,0.00142953613199748,0.007213753721027908,NS,-0.15200309344505,0.577758756565309,NS
Td00001aa008659_T003,-0.008452439894076657,0.5458055071341842,NS,-0.369594528517677,0.160203947237064,NS
Td00001aa008665_T001,-0.13022708786053935,0.3986290962996451,NS,0.469885976274464,0.159723111075647,NS
Td00001aa008673_T002,0.07602448179837247,0.36999170407915355,NS,-0.139235797371172,0.853316755365532,NS
Td00001aa008679_T001,0.4785254376860842,0.003420855140317739,NS,0.565597175854225,0.00487720442349929,NS
Td00001aa008702_T001,-0.6218796796610067,0.0014780608808160022,NS,-0.123433941248279,0.894967682537724,NS
Td00001aa008764_T001,-0.035061443299227286,0.013982280086891521,NS,-0.179514657013621,0.506158758198017,NS
Td00001aa008781_T002,0.05549210600321113,0.033290200184117165,NS,-0.691988685447822,0.00169756128003123,NS
Td00001aa008783_T001,0.16683526564548323,0.1787989550375577,NS,-0.145605322246899,0.457570178629294,NS
Td00001aa008789_T014,-0.45136710586066425,0.01013943909574182,NS,-1.10469737866669,0.00907948041565841,Down
Td00001aa008824_T001,-0.14529326557763217,0.10975054617666044,NS,0.232660756790275,0.0983026626797518,NS
Td00001aa008852_T001,-0.28992987968711864,4.2934040506499914e-5,NS,-0.316528107144772,0.0629273456307403,NS
Td00001aa008860_T001,-0.4979045477318382,1.5362771310166286e-5,NS,-1.09541956507868,8.7245752335133e-4,Down
Td00001aa008864_T001,1.5803915358084097,1.658380544383526e-7,Up,1.59645813955899,3.0251390199351e-4,Up
Td00001aa008865_T002,-0.9041889070966381,0.006387869435435904,NS,0.49364733397521,0.857719533753081,NS
Td00001aa008869_T002,-0.4138024206528848,2.681206507100858e-4,NS,-0.0218043703183484,0.746527679668298,NS
Td00001aa008936_T001,-0.15091234105262932,0.040896350838159706,NS,-0.619270551496451,0.31793184404933,NS
Td00001aa008975_T001,-0.11093693778614443,0.6649728067267666,NS,0.666302128173095,0.039983763232986,NS
Td00001aa008981_T001,0.12226758519811613,0.266225126263728,NS,0.0440443327060212,0.868007906153487,NS
Td00001aa008985_T001,2.238397497778422,1.6367005203889748e-4,Up,1.97452931248388,0.00205274776543307,Up
Td00001aa009000_T002,-0.28509219022617993,9.67266453978746e-5,NS,-0.15521264992094,0.28628276558968,NS
Td00001aa009031_T004,-0.14562075204739305,0.15497752007609727,NS,0.37851162325373,0.355316934207974,NS
Td00001aa009039_T001,0.04533738770457188,0.00490768840557237,NS,0.101650076094435,0.710123010660201,NS
Td00001aa009047_T003,-0.14447369832380613,0.1845003306296746,NS,-0.403541860441014,0.0437414724831259,NS
Td00001aa009051_T006,0.14153515367134284,0.08166517370600052,NS,0.18269229751619,0.500879166263976,NS
Td00001aa009055_T001,0.38052867799991175,0.008702259696764596,NS,0.312665173558394,0.161947222863591,NS
Td00001aa009066_T002,0.45776334851033174,2.727127635792791e-5,NS,0.385154896884344,0.00777263590921755,NS
Td00001aa009076_T001,-0.6395456830292074,0.0010743938250144356,NS,-0.214240225572989,0.220738819569838,NS
Td00001aa009109_T002,-0.09735642761792385,0.19913143692387786,NS,0.0717626693000913,0.826399750366414,NS
Td00001aa009125_T006,-0.9100153858534538,1.8454244088685455e-5,NS,-1.53115605702536,0.0104817642297652,Down
Td00001aa009131_T001,-0.7253370035882626,0.0027826701112479988,NS,-0.295128035543647,0.292569156553822,NS
Td00001aa009148_T002,-0.3411192589017957,0.0028243769039255793,NS,0.0621217119077975,0.567154521453076,NS
Td00001aa009183_T001,0.6029554814710538,0.007208121321671686,NS,0.01292617444427,0.828991389590696,NS
Td00001aa009191_T001,-0.323487792297913,6.036255322021875e-5,NS,-0.0380063225797449,0.893700218562747,NS
Td00001aa009221_T001,0.8197678681489274,1.7180916579945198e-5,NS,0.832687516439532,0.0929901749643567,NS
Td00001aa009228_T001,-0.17220820457981378,0.005670477278510365,NS,0.521050736900963,0.0821538153259388,NS
Td00001aa009257_T001,0.21000540077228774,0.23221107891501772,NS,-0.367731784500487,0.0430973359358408,NS
Td00001aa009265_T001,0.624686611529412,7.942179075861203e-5,NS,0.2904244038653,0.320904823195589,NS
Td00001aa009285_T003,0.32568643745728826,0.014287520594706,NS,0.502839758255932,0.0388125200722983,NS
Td00001aa009306_T001,0.09626574015670283,0.12349786052315125,NS,-0.481968507397831,0.080681120335097,NS
Td00001aa009323_T001,-0.1352868499938282,0.27686362316580787,NS,-0.0499049058263139,0.873917997501928,NS
Td00001aa009353_T004,0.8034579130532434,1.9603403306658497e-4,NS,0.853596506202512,0.00486482931324872,NS
Td00001aa009397_T002,-0.1852594013727014,0.2852678466011268,NS,-0.0573916638883367,0.693430808124599,NS
Td00001aa009403_T001,0.03204643460499772,0.03902002684646096,NS,-0.691988685447822,0.0445985626765636,NS
Td00001aa009410_T001,-0.6865110862305699,0.0255233704470183,NS,-0.586405917590825,0.0612277508572448,NS
Td00001aa009459_T003,-0.4663770905163528,3.2265362640849577e-4,NS,-0.469929257774916,0.0140862616298039,NS
Td00001aa009514_T002,0.46047068159815036,2.575477072009689e-5,NS,0.144046369616707,0.465072036389423,NS
Td00001aa009539_T001,-0.8721159866718674,0.004663194143334043,NS,-0.176250639691727,0.477094407176935,NS
Td00001aa009543_T002,0.028506342656122136,0.5150146322011071,NS,0.506906554580693,0.0961171088745854,NS
Td00001aa009544_T002,-0.04643108521538323,0.11178834003117687,NS,-0.0291463456595165,0.846880361734943,NS
Td00001aa009571_T001,-0.5365853658093636,3.2265362640849577e-4,NS,-0.15200309344505,0.792355929358136,NS
Td00001aa009575_T001,-1.682471537742406,8.087378436853172e-5,Down,-1.2688167584278,8.1434764830487e-4,Down
Td00001aa009577_T001,-0.17603419914604948,0.02944361512822241,NS,-0.397828209246621,0.0476692493267613,NS
Td00001aa009581_T001,-1.6009328088264274,9.560953284039224e-5,Down,-1.00288827932483,0.079564740860049707,NS
Td00001aa009603_T001,1.1896790810685274,0.001112417179117153,Up,-0.0619024389259069,0.647948368129118,NS
Td00001aa009655_T002,-0.33888179581726274,0.06926635622877758,NS,0.0243196791954129,0.716129199896119,NS
Td00001aa009662_T001,0.12457690538758988,0.12798284665175458,NS,0.0935601761623378,0.738116861991371,NS
Td00001aa009663_T002,-0.13110551241651752,0.15667135704195198,NS,0.140124223909071,0.628332561588751,NS
Td00001aa009680_T001,-1.3351037282898048,3.192948441065207e-4,Down,-0.63262893435147,0.0664812781032199,NS
Td00001aa009691_T001,-0.0067835426591509205,0.2369528832641406,NS,0.327687364176047,0.149579566630749,NS
Td00001aa009697_T002,-0.3310522922841738,0.0037439308857848217,NS,-0.199255376063222,0.455496621057776,NS
Td00001aa009712_T001,-0.44547316337150217,7.593627524259119e-4,NS,-0.729770092762002,0.00187568711413214,NS
Td00001aa009740_T001,-0.4068474099350009,1.2794541486483717e-5,NS,0.0356239097307212,0.88826091977665,NS
Td00001aa009764_T001,-0.4437370102981262,0.00532968839844546,NS,-0.821126041830205,0.00486482931324872,NS
Td00001aa009855_T001,-0.16094853795762343,0.006758231225389151,NS,-0.241270431542137,0.395807975429253,NS
Td00001aa009871_T001,0.12342720476998781,0.42388009950728744,NS,0.0731347046302154,0.943351180499436,NS
Td00001aa009874_T001,1.455575556249823,0.008502067817184664,Up,0.587845009254277,0.182751787908263,NS
Td00001aa009886_T001,-0.1629529050305402,0.11838352133345753,NS,-0.567040592723894,0.0671628174640021,NS
Td00001aa009915_T001,0.09588138228110904,0.2744626936043146,NS,0.0172092900322231,0.369113221151109,NS
Td00001aa009918_T001,0.31130277191792943,1.5275309638780108e-4,NS,0.916094422938358,9.60955992728286e-5,NS
Td00001aa009947_T001,-0.014155142043162271,0.35388095391929575,NS,0.0200576523412535,0.415204523219869,NS
Td00001aa009977_T001,-0.3567808915924565,0.01563504191751056,NS,0.249748715083569,0.300950885087189,NS
Td00001aa009986_T001,-0.34990391260586984,0.08187535068743974,NS,0.60502015306241,0.102235047547669,NS
Td00001aa010029_T001,-0.061363574820776784,0.19007352981089543,NS,0.034215715337913,0.907606128879847,NS
Td00001aa010032_T001,-0.1716945708236692,0.20709109450500804,NS,-0.164884384741782,0.181114415300754,NS
Td00001aa010033_T001,0.07918372048595786,0.4190266052696547,NS,0.124328135002202,0.422373582263228,NS
Td00001aa010052_T002,0.1799837775184062,0.5108395476716975,NS,0.191562650700756,0.85996563823808,NS
Td00001aa010057_T001,-0.3315050841481919,0.0029642154280316198,NS,-0.254977850962736,0.0633363754962777,NS
Td00001aa010067_T002,-0.5644996868825518,9.620276321824476e-4,NS,-0.430508908041284,0.0330904335433568,NS
Td00001aa010082_T003,-0.11997887240437542,0.0020220948329741062,NS,0.0648828515848544,0.938728263545074,NS
Td00001aa010087_T002,0.8112900752412447,1.4091782830396983e-4,NS,0.497740088609093,0.0207953349612951,NS
Td00001aa010167_T002,-0.4644385898286575,3.2008245071253415e-4,NS,-0.0619024389259069,0.652367970902958,NS
Td00001aa010169_T003,0.28980592180744263,0.002208461372763729,NS,0.558757430373762,0.173966857209119,NS
Td00001aa010182_T001,-0.29121273920580376,0.0013834920713668426,NS,-0.117161344232749,0.364252561152841,NS
Td00001aa010207_T001,-0.04849719636306437,0.8556133306992332,NS,-0.392137097168765,0.110739390188676,NS
Td00001aa010215_T002,-0.08714464148892608,0.010343891579415792,NS,0.10969486482593,0.617279528922468,NS
Td00001aa010260_T001,-0.5272066682796982,3.369297680840864e-4,NS,-0.0543922968186278,0.902094510533089,NS
Td00001aa010289_T002,0.2740859598803331,0.3803175310434242,NS,-0.31114825613412,0.260446225093303,NS
Td00001aa010296_T001,0.052321146510718765,0.2435772959513089,NS,-0.377069649079823,0.222016825934365,NS
Td00001aa010338_T001,-0.25155427645016804,0.03286476272992431,NS,0.3928669162308,0.126924399174065,NS
Td00001aa010339_T002,0.19761934696911299,0.13770341402139366,NS,0.630405471482323,0.0202840037883054,NS
Td00001aa010356_T001,-0.08072898537371628,0.1133517546121912,NS,0.0799753767205959,0.774902243241019,NS
Td00001aa010371_T001,-0.03162439035627071,0.364083982933371,NS,-0.114035243246029,0.176545140235099,NS
Td00001aa010378_T001,-0.5960829410734599,0.0031186074339388968,NS,-0.399730246490995,0.11545549149047,NS
Td00001aa010388_T002,-0.5334930554499221,9.51963275589005e-4,NS,-0.459972730742493,0.0752482118385045,NS
Td00001aa010414_T001,-0.41890493187908256,0.09182493307246625,NS,1.18903382439002,0.19443368352069,NS
Td00001aa010418_T001,0.3954068640707589,0.13372475771192208,NS,0.151858816727005,0.765534601940487,NS
Td00001aa010440_T002,0.20558573848127776,0.08067263773665159,NS,-0.502259911390907,0.0763450079095777,NS
Td00001aa010462_T004,-0.03409963518446541,0.9248556779827672,NS,0.0299828662157143,0.903684617590788,NS
Td00001aa010482_T004,0.5049491170840319,0.10727185156968512,NS,-0.552156355637914,0.143625487192357,NS
Td00001aa010545_T002,-0.028186829103765833,0.2721331813371621,NS,-0.190997225060914,0.131956511740306,NS
Td00001aa010562_T001,0.026318477317190635,0.29743602722274626,NS,-0.286304185156641,0.0361492124952747,NS
Td00001aa010569_T001,-0.4824118458757015,0.0033589850911290016,NS,-0.62816238266958,0.0179306062586437,NS
Td00001aa010573_T001,-0.045667895222996545,0.23681680467558985,NS,0.167357927738514,0.702443978237747,NS
Td00001aa010575_T002,0.1792580759562237,0.29476023926775,NS,-0.0291463456595165,0.550123923403272,NS
Td00001aa010578_T001,0.5567616735025318,0.050688553384396755,NS,-0.29689930039584,0.344198042469162,NS
Td00001aa010582_T001,0.15167771896177293,0.712611335037027,NS,-1.17788172527066,0.0123571192470671,Down
Td00001aa010600_T001,0.09326738359336252,0.23347568875507152,NS,0.375178479589612,0.10061824824892,NS
Td00001aa010642_T001,-0.16753379024487866,0.1950829498079592,NS,0.271425676092934,0.306504524585126,NS
Td00001aa010645_T001,0.012324280899737725,0.9224107433387695,NS,-0.129733929604017,0.305069262998776,NS
Td00001aa010662_T001,-0.1840701790076646,0.7330160248009088,NS,0.542010355536609,0.0676326372515079,NS
Td00001aa010671_T001,0.031872818192648526,0.9039494595298627,NS,-0.650634722405787,0.16022816425918401,NS
Td00001aa010723_T001,0.28476707047838073,0.10011876645082922,NS,-0.365871442474959,0.0633277029469168,NS
Td00001aa010732_T001,0.0534794305310297,0.5559940823378184,NS,-0.026205070347394,0.812515900481953,NS
Td00001aa010744_T002,0.9362098088444194,6.917033455814994e-8,NS,1.08338358771008,1.0532048504245e-4,Up
Td00001aa010752_T003,-0.3505995624507731,0.0031121734800073427,NS,-0.558516520417355,0.0118755379396303,NS
Td00001aa010759_T001,0.006172203173795382,0.4820875395007139,NS,-0.785875194647153,0.0338041162493719,NS
Td00001aa010760_T001,0.01814065420790898,0.5659938663646218,NS,0.49364733397521,0.00781761898220436,NS
Td00001aa010844_T002,0.9721322741660978,1.3423124303722922e-6,NS,0.607862902831235,0.00211917093780432,NS
Td00001aa010854_T001,-0.20387221955443688,0.6579045579901993,NS,0.361768359419153,0.734255100644765,NS
Td00001aa010934_T008,-0.21829270337156945,1.796911643369682e-4,NS,-0.0558912008920452,0.472065670208366,NS
Td00001aa010944_T002,0.13068883598738154,0.24620662979456695,NS,-0.260151897300673,0.490438017946588,NS
Td00001aa010947_T001,-0.6306166473555417,2.1511316527373663e-4,NS,-0.744197163397282,0.00760222132406762,NS
Td00001aa010954_T001,-0.14143706755673352,0.023233757715693828,NS,0.166072675946706,0.342366389823567,NS
Td00001aa010981_T002,0.05362672619046357,0.3462064454511878,NS,0.189033824390017,0.188513135104034,NS
Td00001aa010989_T001,-0.19979189118953145,0.14863179310723876,NS,-0.0573916638883367,0.876180457910029,NS
Td00001aa011042_T003,-0.09020169552636342,0.0427459660595758,NS,-0.174621396107069,0.372048277651577,NS
Td00001aa011045_T001,-0.24996661458891967,0.0075993427993531135,NS,-0.207561069935362,0.362688064884068,NS
Td00001aa011081_T001,-0.10980718324969076,0.05377995322838371,NS,-0.00144341686966872,0.973862038857488,NS
Td00001aa011126_T001,0.4254646942685536,0.002535829136210326,NS,0.00144197417390632,0.5621733214676,NS
Td00001aa011129_T003,-0.1299168006051994,0.4541925182543501,NS,1.08610437124329,0.0171766489533907,Up
Td00001aa011137_T001,-0.5549264697766177,5.182810864269495e-4,NS,0.05797006863733,0.691844015667046,NS
Td00001aa011157_T001,-0.3446305736911692,0.05763491894505707,NS,0.154453592679872,0.0850707626171982,NS
Td00001aa011188_T001,-0.43194532916590667,0.00703864136924793,NS,-0.785875194647153,0.00361149699632766,NS
Td00001aa011197_T003,0.04808032609668671,0.2479987281390134,NS,-0.302226180444814,0.075557652375176,NS
Td00001aa011200_T003,0.4586251729826471,0.03185089973573578,NS,0.648005179810493,0.320812151761605,NS
