"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
"Chionochloa_macra415__MD"	"KJ920227.1__Chionochloa_macra"	"Chionochloa macra"	"Chionochloa macra"	"Zotov"	"Chionochloa"	"Zotov"	"Cotton et al. 2015"	"shotgun"	NA	"CHR: Buxton s.n."	NA	NA	"INSDC: KJ920227"	"data thresholds"	NA	"Chionochloa"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"PAFTOL_8377__Chionochloa_pallens"	"PAFTOL_8377__Chionochloa_pallens"	"Chionochloa pallens"	"Chionochloa pallens"	"Zotov"	"Chionochloa"	"Zotov"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Hodkinson, T.R. 2180"	NA	"INSDC: ERR7620925"	NA	NA	NA	"Chionochloa"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"PAFTOL_5933__Poecilostachys_oplismenoides"	"PAFTOL_5933__Poecilostachys_oplismenoides"	"Poecilostachys oplismenoides"	"Chloachne oplismenoides"	"(Hack.) Stapf ex Robyns"	"Chloachne"	"Stapf"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Peterson, P.M. 24394"	NA	"INSDC: ERR7619650"	NA	NA	NA	"Chloachne"	NA	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_7166__Chloothamnus_elatus"	NA	"Chloothamnus elatus"	"Chloothamnus elatus"	"(Holttum) Widjaja"	"Chloothamnus"	"Buse"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"KUN: DZL1505"	NA	"INSDC: ERR7620261"	NA	NA	"data thresholds"	"Chloothamnus"	"Racemobambosinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chloris_barbata815__MD"	"KT168393.1__Chloris_barbata"	"Chloris barbata"	"Chloris barbata"	"Sw."	"Chloris"	"Sw."	"Duvall et al. 2016"	"shotgun"	NA	NA	"USDA-GRIN: PI 308556"	NA	"INSDC: KT168393"	NA	NA	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Chloris_gayana__TC"	"Chloris_gayana__TC"	"Chloris gayana"	"Chloris gayana"	"Kunth"	"Chloris"	"Sw."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 5531"	NA	NA	NA	"species duplicated"	NA	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Chloris_gayana_RSA5051__HM"	NA	"Chloris gayana"	"Chloris gayana"	"Kunth"	"Chloris"	"Sw."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA5051"	NA	NA	"INSDC: SRR16483748"	NA	NA	"data thresholds"	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"GAP_80750__Chloris_truncata"	NA	"Chloris truncata"	"Chloris truncata"	"R.Br."	"Chloris"	"Sw."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"AD: C.J. Brodie et al. 4644"	NA	NA	NA	NA	NA	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"NC_032033.1__Chloris_truncata"	"Chloris truncata"	"Chloris truncata"	"R.Br."	"Chloris"	"Sw."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_032033"	NA	NA	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8016__Chlorocalymma_cryptacanthum"	"PAFTOL_8016__Chlorocalymma_cryptacanthum"	"Chlorocalymma cryptacanthum"	"Chlorocalymma cryptacanthum"	"Clayton"	"Chlorocalymma"	"Clayton"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Bidgood, S. 5037"	NA	"INSDC: ERR7620802"	NA	NA	NA	"Chlorocalymma"	"Anthephorinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_6287__Chrysochloa_hindsii"	"PAFTOL_6287__Chrysochloa_hindsii"	"Chrysochloa hindsii"	"Chrysochloa hindsii"	"C.E.Hubb."	"Chrysochloa"	"Swallen"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: William, E.V.  MSB311"	NA	"INSDC: ERR7619861"	NA	NA	NA	"Chrysochloa"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Chrysopogon_aciculatus_Z16053__HM"	"NC_046489.1__Chrysopogon_aciculatus"	"Chrysopogon aciculatus"	"Chrysopogon aciculatus"	"(Retz.) Trin."	"Chrysopogon"	"Trin."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z16053"	NA	NA	"INSDC: SRR16092819"	"INSDC: NC_046489"	NA	NA	"Chrysopogon"	"Chrysopogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Chrysopogon_aucheri__PANAND"	"Chrysopogon_aucheri__EK_PanAnd"	"Chrysopogon aucheri"	"Chrysopogon aucheri"	"(Boiss.) Stapf"	"Chrysopogon"	"Trin."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Robert Gibbons 0308"	"Herbarium leaf from Robert Gibbons 0308"	"INSDC: PRJNA919033"	NA	NA	NA	"Chrysopogon"	"Chrysopogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8405__Chrysopogon_latifolius"	"PAFTOL_8405__Chrysopogon_latifolius"	"Chrysopogon latifolius"	"Chrysopogon latifolius"	"S.T.Blake"	"Chrysopogon"	"Trin."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Hodkinson, T.R. 9256"	NA	"INSDC: ERR7620953"	NA	NA	NA	"Chrysopogon"	"Chrysopogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Chrysopogon_serrulatus1105__MD"	"KU961864.1__Chrysopogon_serrulatus"	"Chrysopogon serrulatus"	"Chrysopogon serrulatus"	"Trin."	"Chrysopogon"	"Trin."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 219580"	NA	"INSDC: KU961864"	"data thresholds"	NA	"Chrysopogon"	"Chrysopogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Chrysopogon_zizanioides__EK"	"KY596158.1__Chrysopogon_zizanioides"	"Chrysopogon zizanioides"	"Chrysopogon zizanioides"	"(L.) Roberty"	"Chrysopogon"	"Trin."	"Arthan et al. 2017 Syst. Bot. 42:418-431"	"shotgun"	NA	"MO: Kellogg Vet-MRL-001"	NA	NA	"INSDC: KY596158"	"data thresholds"	NA	"Chrysopogon"	"Chrysopogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Chusquea_circinata_Bam13__HM"	NA	"Chusquea circinata"	"Chusquea circinata"	"Soderstr. & C.E.Calderón"	"Chusquea"	"Kunth"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Bam13"	NA	NA	"INSDC: SRR16002998"	NA	NA	NA	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
NA	"NC_027490.1__Chusquea_circinata"	"Chusquea circinata"	"Chusquea circinata"	"Soderstr. & C.E.Calderón"	"Chusquea"	"Kunth"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_027490"	NA	NA	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chusquea_coronalis_HM2603__HM"	NA	"Chusquea coronalis"	"Chusquea coronalis"	"Soderstr. & C.E.Calderón"	"Chusquea"	"Kunth"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2603"	NA	NA	"INSDC: SRR16188707"	NA	NA	"data thresholds"	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chusquea_liebmannii64__MD"	"KJ871001.1__Chusquea_liebmannii"	"Chusquea liebmannii"	"Chusquea liebmannii"	"E.Fourn."	"Chusquea"	"Kunth"	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: L. Clark & L. Attigala 1710"	NA	NA	"INSDC: KJ871001"	"data thresholds"	NA	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chusquea_liebmannii_HM2601__HM"	NA	"Chusquea liebmannii"	"Chusquea liebmannii"	"E.Fourn."	"Chusquea"	"Kunth"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2601"	NA	NA	"INSDC: SRR16188706"	NA	NA	"data thresholds"	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chusquea_scandens1519__MD"	"Chusquea_scandens1519__MD"	"Chusquea scandens"	"Chusquea scandens"	"Kunth"	"Chusquea"	"Kunth"	"Unpublished"	"shotgun"	NA	"ISC: L. Clark & X. Londoño 1235"	NA	NA	NA	"data thresholds"	NA	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chusquea_spectabilis404__MD"	"KJ870990.1__Chusquea_spectabilis"	"Chusquea spectabilis"	"Chusquea spectabilis"	"L.G.Clark"	"Chusquea"	"Kunth"	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: L. Clark & L. Attigala 1710"	NA	NA	"INSDC: KJ870990"	"data thresholds"	NA	"Chusquea"	"Chusqueinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Cinna_arundinacea1805__MD"	"MT094309.1__Cinna_arundinacea"	"Cinna arundinacea"	"Cinna arundinacea"	"L."	"Cinna"	"L."	"Orton et al. 2021"	"shotgun"	NA	"M. Milde CBG-04-076"	"Kew, MSB: 235255"	NA	"INSDC: MT094309"	"data thresholds"	NA	"Cinna"	"Cinninae"	"Poeae"	"Pooideae"	"BOP"
"Cinna_arundinacea_K47__HM"	NA	"Cinna arundinacea"	"Cinna arundinacea"	"L."	"Cinna"	"L."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K47"	NA	NA	"INSDC: SRR16483052"	NA	NA	"data thresholds"	"Cinna"	"Cinninae"	"Poeae"	"Pooideae"	"BOP"
"Cinna_latifolia_K48__HM"	NA	"Cinna latifolia"	"Cinna latifolia"	"(Trevir. ex Göpp.) Griseb."	"Cinna"	"L."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K48"	NA	NA	"INSDC: SRR16483051"	NA	NA	"data thresholds"	"Cinna"	"Cinninae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_7193__Cinnagrostis_nitidula"	NA	"Cinnagrostis nitidula"	"Cinnagrostis nitidula"	"(Pilg.) P.M.Peterson, Soreng, Romasch. & Barberá"	"Cinnagrostis"	"Griseb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"US: Solomon, J.C. 13638"	NA	"INSDC: ERR7620286"	NA	NA	"data thresholds"	"Cinnagrostis"	"Aveninae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_6322__Cladoraphis_spinosa"	"PAFTOL_6322__Cladoraphis_spinosa"	"Cladoraphis spinosa"	"Cladoraphis spinosa"	"(L.f.) S.M.Phillips"	"Cladoraphis"	"Franch."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: De Winter, I.; Hardy.  3143"	NA	"INSDC: ERR7619893"	NA	NA	NA	"Eragrostis"	"Eragrostidinae"	"Eragrostideae"	"Chloridoideae"	"PACMAD"
"Clausospicula_extensa__PANAND"	"Clausospicula_extensa__EK_PanAnd"	"Clausospicula extensa"	"Clausospicula extensa"	"Lazarides"	"Clausospicula"	"Lazarides"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: G.J. Leach & C.R. Dunlop 2575"	"Herbarium leaf from G.J. Leach & C.R. Dunlop 2575"	"INSDC: PRJNA919033"	NA	NA	NA	"Clausospicula"	NA	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Cleistachne_sorghoides__PANAND"	"MT610082.1__Sorghum_sorghoides"	"Cleistachne sorghoides"	"Cleistachne sorghoides"	"Benth."	"Cleistachne"	"Benth."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: B. Goldsmith 12/71"	"Herbarium leaf from B. Goldsmith 12/71"	"INSDC: PRJNA919033"	"INSDC: MT610082"	NA	NA	"Cleistachne"	"Sorghinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8055__Cleistochloa_subjuncea"	"PAFTOL_8055__Cleistochloa_subjuncea"	"Cleistochloa subjuncea"	"Cleistochloa subjuncea"	"C.E.Hubb."	"Cleistochloa"	"C.E.Hubb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: Thompson, E.J. 473"	NA	"INSDC: ERR7620841"	NA	NA	NA	"Cleistochloa"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cleistogenes_hancei_Z18060__HM"	NA	"Cleistogenes hancei"	"Cleistogenes hancei"	"Keng"	"Cleistogenes"	"Keng"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z18060"	NA	NA	"INSDC: SRR16483761"	NA	NA	NA	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"NC_060395.1__Cleistogenes_hancei"	"Cleistogenes hancei"	"Cleistogenes hancei"	"Keng"	"Cleistogenes"	"Keng"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_060395"	NA	NA	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Cleistogenes_serotina_UCB05__HM"	NA	"Cleistogenes serotina"	"Cleistogenes serotina"	"(L.) Keng"	"Cleistogenes"	"Keng"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: UCB05"	NA	NA	"INSDC: SRR16483760"	NA	NA	"data thresholds"	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8382__Cleistogenes_serotina"	"PAFTOL_8382__Cleistogenes_serotina"	"Cleistogenes serotina"	"Cleistogenes serotina"	"(L.) Keng"	"Cleistogenes"	"Keng"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Hodkinson, T.R. 2092"	NA	"INSDC: ERR7620930"	NA	"species duplicated"	NA	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Cleistogenes_squarrosa1210__MD"	NA	"Cleistogenes squarrosa"	"Cleistogenes squarrosa"	"(Trin.) Keng"	"Cleistogenes"	"Keng"	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	NA	NA	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"NC_060398.1__Cleistogenes_squarrosa"	"Cleistogenes squarrosa"	"Cleistogenes squarrosa"	"(Trin.) Keng"	"Cleistogenes"	"Keng"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_060398"	NA	NA	"Cleistogenes"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Coelachne_africana__GB"	"MF563382.1__Coelachne_africana"	"Coelachne africana"	"Coelachne africana"	"Pilg."	"Coelachne"	"R.Br."	"Piot et al. 2018 Planta 147:255-266"	"shotgun"	NA	"TAN: R.C. Hall 9"	NA	NA	"INSDC: MF563382"	"data thresholds"	NA	"Coelachne"	NA	"Isachneae"	"Micrairoideae"	"PACMAD"
"GAP_81007__Coelachne_pulchella"	"GAP_81007__Coelachne_pulchella"	"Coelachne pulchella"	"Coelachne pulchella"	"R.Br."	"Coelachne"	"R.Br."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"BRI: Jensen, R. 2743"	NA	NA	NA	NA	NA	"Coelachne"	NA	"Isachneae"	"Micrairoideae"	"PACMAD"
"REF___Coix_aquatica__genome"	NA	"Coix aquatica"	"Coix aquatica"	"Roxb."	"Coix"	"L."	"10.1016/j.molp.2019.11.008"	"complete genome"	"Daheishan"	""	NA	"INSDC: GCA_009725075.1"	NA	NA	NA	"Coix"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"MT942628.1__Coix_aquatica"	"Coix aquatica"	"Coix aquatica"	"Roxb."	"Coix"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: MT942628"	NA	NA	"Coix"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Coix_lacryma_jobi__EK"	"KY596160.1__Coix_lacryma-jobi"	"Coix lacryma-jobi"	"Coix lacryma-jobi"	"L."	"Coix"	"L."	"Arthan et al. 2017 Syst. Bot. 42:418-431"	"shotgun"	NA	"BKF: Arthan 072"	NA	NA	"INSDC: KY596160"	"data thresholds"	NA	"Coix"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"REF___Coix_lacryma_jobi_var_lacryma_jobi__genome"	NA	"Coix lacryma-jobi var. lacryma-jobi"	"Coix lacryma-jobi var. lacryma-jobi"	NA	"Coix"	"L."	"10.1016/j.molp.2019.11.009"	"complete genome"	"BJ"	""	NA	"INSDC: GCA_009763385.1"	NA	NA	"data thresholds"	"Coix"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"REF___Coix_lacryma_jobi_var_ma_yuen__genome"	NA	"Coix lacryma-jobi var. ma-yuen"	"Coix lacryma-jobi var. ma-yuen"	"(Rom.Caill.) Stapf"	"Coix"	"L."	"10.3389/fpls.2020.00630"	"complete genome"	"Johyun"	""	NA	"INSDC: GCA_009758035.1"	NA	"data thresholds"	NA	"Coix"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_9141__Colanthelia_rhizantha"	NA	"Colanthelia rhizantha"	"Colanthelia rhizantha"	"(Hack.) McClure"	"Colanthelia"	"McClure & E.W.Sm."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Hatschbach, G. 48104"	NA	"INSDC: ERR7621445"	NA	NA	"data thresholds"	"Colanthelia"	"Arthrostylidiinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8091__Leptothrium_senegalense"	NA	"Coleanthus subtilis"	"Coleanthus subtilis"	"(Tratt.) Seidel ex Roem. & Schult."	"Coleanthus"	"Seidel ex Roem. & Schult."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"NA: Bures s.n."	NA	"INSDC: ERR7620877"	NA	NA	"data thresholds"	"Coleanthus"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
NA	"NC_062353.1__Coleanthus_subtilis"	"Coleanthus subtilis"	"Coleanthus subtilis"	"(Tratt.) Seidel ex Roem. & Schult."	"Coleanthus"	"Seidel ex Roem. & Schult."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_062353"	NA	NA	"Coleanthus"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
"Coleataenia_prionitis144__MD"	"KJ920228.1__Coleataenia_prionitis"	"Coleataenia prionitis"	"Coleataenia prionitis"	"(Nees) Soreng"	"Coleataenia"	"Griseb."	"Cotton et al. 2015"	"shotgun"	NA	"SI: O. Morrone 6195"	NA	NA	"INSDC: KJ920228"	"data thresholds"	NA	"Coleataenia"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8064__Coleataenia_prionitis"	NA	"Coleataenia prionitis"	"Coleataenia prionitis"	"(Nees) Soreng"	"Coleataenia"	"Griseb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Morrone, O. 6195"	NA	"INSDC: ERR7620850"	NA	NA	"data thresholds"	"Coleataenia"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Zingeria_biebersteiniana1007__MD"	"NC_037170.1__Zingeria_biebersteiniana"	"Zingeria biebersteiniana"	"Colpodium biebersteinianum"	"(Claus) Röser & Tkach"	"Colpodium"	"Trin."	"Saarela et al. 2018"	"shotgun"	NA	NA	"USDA-GRIN: W6 19209"	NA	"INSDC: NC_037170"	"data thresholds"	NA	"Colpodium"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_8555__Colpodium_hedbergii"	"PAFTOL_8555__Colpodium_hedbergii"	"Colpodium hedbergii"	"Colpodium hedbergii"	"(Melderis) Tzvelev"	"Colpodium"	"Trin."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Hedberg, O. 5361"	NA	"INSDC: ERR7621073"	NA	NA	NA	"Colpodium"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
"Cortaderia_jubata_HM3778__HM"	NA	"Cortaderia jubata"	"Cortaderia jubata"	"(Lemoine) Stapf"	"Cortaderia"	"Stapf"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: HM3778"	NA	NA	"INSDC: SRR15529137"	NA	NA	"data thresholds"	"Cortaderia"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Cortaderia_selloana416__MD"	"KY432810.1__Cortaderia_selloana"	"Cortaderia selloana"	"Cortaderia selloana"	"(Schult. & Schult.f.) Asch. & Graebn."	"Cortaderia"	"Stapf"	"Cotton et al. 2015"	"shotgun"	NA	"ISC: Robinson s.n."	NA	NA	"INSDC: KY432810"	NA	NA	"Cortaderia"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Corynephorus_divaricatus1808__MD"	"MT113380.1__Corynephorus_divaricatus"	"Corynephorus divaricatus"	"Corynephorus divaricatus"	"(Pourr.) Breistr."	"Corynephorus"	"P.Beauv."	"Orton et al. 2021"	"shotgun"	NA	"S. Ebbels et al. 66/2"	"Kew, MSB: 26509"	NA	"INSDC: MT113380"	"data thresholds"	NA	"Corynephorus"	"Airinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_7192__Corynephorus_fasciculatus"	"PAFTOL_7192__Corynephorus_fasciculatus"	"Corynephorus fasciculatus"	"Corynephorus fasciculatus"	"Boiss. & Reut."	"Corynephorus"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Macfarlane, T.D. 6845"	NA	"INSDC: ERR7620285"	NA	NA	NA	"Corynephorus"	"Airinae"	"Poeae"	"Pooideae"	"BOP"
"Cottea_pappophoroides__TC"	"Cottea_pappophoroides__TC"	"Cottea pappophoroides"	"Cottea pappophoroides"	"Kunth"	"Cottea"	"Kunth"	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 4917"	NA	NA	NA	NA	NA	"Cottea"	"Cotteinae"	"Eragrostideae"	"Chloridoideae"	"PACMAD"
"PAFTOL_6301__Craspedorhachis_africana"	"PAFTOL_6301__Craspedorhachis_africana"	"Craspedorhachis africana"	"Craspedorhachis africana"	"Benth."	"Craspedorhachis"	"Benth."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Vorontsova, M.S. 2110"	NA	"INSDC: ERR7619875"	NA	NA	NA	"Craspedorhachis"	"Farragininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Craspedorhachis_sp_Colu5706__HM"	NA	"Craspedorhachis sp."	"Craspedorhachis sp."	"Benth."	"Craspedorhachis"	"Benth."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5706"	NA	NA	"INSDC: SRR16299795"	NA	NA	"data thresholds"	"Craspedorhachis"	"Farragininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8359__Cryptochloa_strictiflora"	NA	"Cryptochloa strictiflora"	"Cryptochloa strictiflora"	"(E.Fourn.) Swallen"	"Cryptochloa"	"Swallen"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Hodkinson, T.R. 554"	NA	"INSDC: ERR7620908"	NA	NA	NA	"Cryptochloa"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
NA	"JX235348.1__Cryptochloa_strictiflora"	"Cryptochloa strictiflora"	"Cryptochloa strictiflora"	"(E.Fourn.) Swallen"	"Cryptochloa"	"Swallen"	NA	"plastome"	NA	NA	NA	NA	"INSDC: JX235348"	NA	NA	"Cryptochloa"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Ctenium_cf_concinnum_Colu5789__HM"	NA	"Ctenium cf. concinnum"	"Ctenium cf. concinnum"	"Nees"	"Ctenium"	"Panz."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5789"	NA	NA	"INSDC: SRR16299796"	NA	NA	"data thresholds"	"Ctenium"	"Cteniinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Ctenium_concinnum__TC"	NA	"Ctenium concinnum"	"Ctenium concinnum"	"Nees"	"Ctenium"	"Panz."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 5513"	NA	NA	NA	"species duplicated"	NA	"Ctenium"	"Cteniinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"MW014301.1__Ctenium_concinnum"	"Ctenium concinnum"	"Ctenium concinnum"	"Nees"	"Ctenium"	"Panz."	NA	"plastome"	NA	NA	NA	NA	"INSDC: MW014301"	NA	NA	"Ctenium"	"Cteniinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8556__Cyathopus_sikkimensis"	NA	"Cyathopus sikkimensis"	"Cyathopus sikkimensis"	"Stapf"	"Cyathopus"	"Stapf"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Hooker, J.D. s.n."	NA	"INSDC: ERR7621074"	NA	NA	"data thresholds"	"Cyathopus"	"Cinninae"	"Poeae"	"Pooideae"	"BOP"
"Cymbopogon_bhutanicus__PANAND"	"Cymbopogon_bhutanicus__EK_PanAnd"	"Cymbopogon bhutanicus"	"Cymbopogon bhutanicus"	"Noltie"	"Cymbopogon"	"Spreng."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: JRI Wood 7363"	"Herbarium leaf from JRI Wood 7363"	"INSDC: PRJNA919033"	NA	NA	NA	"Cymbopogon"	"Anthistiriinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Cymbopogon_citratus__JB"	"MK593547.1__Cymbopogon_citratus"	"Cymbopogon citratus"	"Cymbopogon citratus"	"(DC.) Stapf"	"Cymbopogon"	"Spreng."	"Park et al. Mol Biol Evol, doi:10.1093/molbev/msab133"	"shotgun"	NA	NA	NA	"INSDC: SRX8344120"	"INSDC: MK593547"	"species duplicated"	NA	"Cymbopogon"	"Anthistiriinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Cymbopogon_citratus_HM2595__HM"	NA	"Cymbopogon citratus"	"Cymbopogon citratus"	"(DC.) Stapf"	"Cymbopogon"	"Spreng."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2595"	NA	NA	"INSDC: SRR16092813"	NA	NA	"data thresholds"	"Cymbopogon"	"Anthistiriinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
